cell,integration_cluster,cell_type,sample_type
X130184193431340.N,2,Pro-angiogenesis Macrophage,N
X130185503365853.N,0,Naive CD4+ T cells,N
X130185503366044.N,6,Natural killer cell,N
X130185503623013.N,3,Pro-angiogenesis Macrophage,N
X130185503655718.N,7,Macrophage,N
X130185503665462.N,7,Pro-angiogenesis Macrophage,N
X130185503821043.N,4,Phagocytosis Macrophage,N
X130185503885741.N,2,Pro-angiogenesis Macrophage,N
X130185504086325.N,3,Pro-angiogenesis Macrophage,N
X130185515945307.N,0,Effector/Memory CD4+ T cells,N
X130185516735732.N,2,Macrophage,N
X130185534789413.N,1,Effector/Memory CD8+ T cells,N
X130185534855389.N,4,Pro-angiogenesis Macrophage,N
X130194212801899.N,2,Pro-angiogenesis Macrophage,N
X130194227738461.N,2,Pro-angiogenesis Macrophage,N
X130194228242349.N,5,Pro-angiogenesis Macrophage,N
X130194240367350.N,1,Effector/Memory CD8+ T cells,N
X130194258999724.N,1,Effector/Memory CD8+ T cells,N
X130194259535582.N,0,Effector/Memory CD4+ T cells,N
X130203877267229.N,4,Pro-angiogenesis Macrophage,N
X130203891219870.N,0,Effector/Memory CD4+ T cells,N
X130203891448109.N,1,Effector/Memory CD8+ T cells,N
X130203903965621.N,6,Natural killer cell,N
X130203904005931.N,2,Pro-angiogenesis Macrophage,N
X130203904040172.N,2,Pro-angiogenesis Macrophage,N
X130203922619164.N,2,Phagocytosis Macrophage,N
X130203922683821.N,7,Macrophage,N
X130529086000054.N,2,Pro-angiogenesis Macrophage,N
X130529132165982.N,3,Pro-angiogenesis Macrophage,N
X130529132408102.N,1,CD8 T or NK cell,N
X130529132926693.N,1,Effector/Memory CD8+ T cells,N
X130529133025563.N,0,Naive CD4+ T cells,N
X130531367730550.N,2,Pro-angiogenesis Macrophage,N
X130531368036659.N,7,Pro-angiogenesis Macrophage,N
X130531382934372.N,7,Macrophage,N
X130531395234723.N,4,Pro-angiogenesis Macrophage,N
X130531395267500.N,0,Blood Cell,N
X130531395517165.N,6,Natural killer cell,N
X130531395750837.N,4,Pro-angiogenesis Macrophage,N
X130531395852715.N,0,Naive CD4+ T cells,N
X130531413903795.N,2,Pro-angiogenesis Macrophage,N
X130531414166837.N,0,Effector/Memory CD4+ T cells,N
X130531414363443.N,3,Pro-angiogenesis Macrophage,N
X130624783572261.N,2,Pro-angiogenesis Macrophage,N
X130624798218462.N,15,pDC,N
X130624798219060.N,2,Pro-angiogenesis Macrophage,N
X130624810801006.N,0,Effector/Memory CD4+ T cells,N
X130624811129061.N,9,CD4+ T cell,N
X130624829905245.N,2,Macrophage,N
X130624830261084.N,2,Pro-angiogenesis Macrophage,N
X130675115415339.N,4,Pro-angiogenesis Macrophage,N
X130675115673332.N,7,Pro-angiogenesis Macrophage,N
X130675130199387.N,9,Pro-angiogenesis Macrophage,N
X130675130358566.N,4,Macrophage,N
X130675130416421.N,7,Pro-angiogenesis Macrophage,N
X130675142159262.N,0,Effector/Memory CD4+ T cells,N
X130675142187316.N,2,Pro-angiogenesis Macrophage,N
X130675161127774.N,2,Pro-angiogenesis Macrophage,N
X130693115071390.N,8,Lung Cancer Cell,N
X130693115071708.N,1,Effector/Memory CD8+ T cells,N
X130693115526517.N,3,Pro-angiogenesis Macrophage,N
X130693127330678.N,2,Pro-angiogenesis Macrophage,N
X130693127429478.N,0,Effector/Memory CD4+ T cells,N
X130693127596382.N,2,Pro-angiogenesis Macrophage,N
X130693127685982.N,0,Effector/Memory CD4+ T cells,N
X130693146261854.N,4,Macrophage,N
X130736318211870.N,0,CD4+ T cell,N
X130736318437166.N,7,Macrophage,N
X130736318540651.N,2,Pro-angiogenesis Macrophage,N
X130736345434486.N,0,Effector/Memory CD4+ T cells,N
X130736345732974.N,3,Pro-angiogenesis Macrophage,N
X130736346226085.N,0,Effector/Memory CD4+ T cells,N
X130736364305709.N,3,Pro-angiogenesis Macrophage,N
X130736364406710.N,2,Pro-angiogenesis Macrophage,N
X130754438155557.N,3,Pro-angiogenesis Macrophage,N
X130754438356387.N,0,Effector/Memory CD4+ T cells,N
X130754438416619.N,3,Pro-angiogenesis Macrophage,N
X130754452245340.N,2,Pro-angiogenesis Macrophage,N
X130754452540141.N,3,Pro-angiogenesis Macrophage,N
X130754464869675.N,3,Pro-angiogenesis Macrophage,N
X130754465119542.N,2,Pro-angiogenesis Macrophage,N
X130754483969443.N,6,Natural killer cell,N
X130761015093550.N,3,Pro-angiogenesis Macrophage,N
X130761042357083.N,6,Natural killer cell,N
X130761060439787.N,2,Pro-angiogenesis Macrophage,N
X131089713552605.N,2,Pro-angiogenesis Macrophage,N
X131089728464756.N,2,Pro-angiogenesis Macrophage,N
X131089728694643.N,4,Macrophage,N
X131089728911605.N,8,Any Cell,N
X131089728980782.N,3,Pro-angiogenesis Macrophage,N
X131089740774619.N,7,Macrophage,N
X131089741335974.N,2,Pro-angiogenesis Macrophage,N
X131089760406325.N,3,Pro-angiogenesis Macrophage,N
X131089760470876.N,6,Natural killer cell,N
X131097900735324.N,2,Pro-angiogenesis Macrophage,N
X131097900738867.N,2,Pro-angiogenesis Macrophage,N
X131097900825501.N,2,Pro-angiogenesis Macrophage,N
X131097916029300.N,6,Natural killer cell,N
X131097916201251.N,6,Natural killer cell,N
X131097916262190.N,0,Effector/Memory CD4+ T cells,N
X131097928789299.N,0,Effector/Memory CD8+ T cells,N
X131175210498270.N,2,Pro-angiogenesis Macrophage,N
X131175224855270.N,4,Phagocytosis Macrophage,N
X131175224860011.N,0,CD4 or CD8 T cell,N
X131175224919923.N,3,Pro-angiogenesis Macrophage,N
X131175225087782.N,7,Pro-angiogenesis Macrophage,N
X131175225380078.N,3,Pro-angiogenesis Macrophage,N
X131175238228252.N,3,Pro-angiogenesis Macrophage,N
X131175256288494.N,3,Pro-angiogenesis Macrophage,N
X131175256542125.N,2,Pro-angiogenesis Macrophage,N
X131175256569718.N,2,Pro-angiogenesis Macrophage,N
X131175257102747.N,2,Pro-angiogenesis Macrophage,N
X131217354602269.N,3,Pro-angiogenesis Macrophage,N
X131217354812710.N,2,Pro-angiogenesis Macrophage,N
X131217369225966.N,7,Macrophage,N
X131217381837534.N,0,Effector/Memory CD4+ T cells,N
X131217382324518.N,0,Effector/Memory CD4+ T cells,N
X131217382389662.N,6,Natural killer cell,N
X131234266266333.N,0,Effector/Memory CD4+ T cells,N
X131234280925020.N,3,Pro-angiogenesis Macrophage,N
X131234293734750.N,0,Effector/Memory CD8+ T cells,N
X131234294094134.N,0,Effector/Memory CD4+ T cells,N
X131234312145244.N,1,Effector/Memory CD4+ T cells,N
X131234312174963.N,1,Natural killer cell,N
X131234312178406.N,0,Effector/Memory CD4+ T cells,N
X131234312407397.N,4,Macrophage,N
X131242051198372.N,3,Pro-angiogenesis Macrophage,N
X131242051352862.N,3,Pro-angiogenesis Macrophage,N
X131242065312179.N,2,Pro-angiogenesis Macrophage,N
X131242065840557.N,2,Pro-angiogenesis Macrophage,N
X131242066032885.N,0,Effector/Memory CD4+ T cells,N
X131242078129525.N,0,Effector/Memory CD4+ T cells,N
X131242078131958.N,7,Pro-inflammatory Macrophage,N
X131242078420395.N,6,Natural killer cell,N
X131242097031516.N,3,Pro-angiogenesis Macrophage,N
X131242097240476.N,6,Natural killer cell,N
X131242097273123.N,2,Pro-angiogenesis Macrophage,N
X131242097589612.N,1,T or NK Cell,N
X131293455957406.N,1,CD4 or CD8 T cell,N
X131293470640556.N,0,Effector/Memory CD8+ T cells,N
X131293471165683.N,0,Effector/Memory CD4+ T cells,N
X131293471428014.N,2,Pro-angiogenesis Macrophage,N
X131293484104053.N,0,Effector/Memory CD4+ T cells,N
X131293502420773.N,4,Macrophage,N
X131293502687148.N,4,Blood Cell,N
X131293502953310.N,2,Pro-angiogenesis Macrophage,N
X131309562423013.N,4,Pro-angiogenesis Macrophage,N
X131309577386356.N,2,Phagocytosis Macrophage,N
X131309577562419.N,9,Pro-angiogenesis Macrophage,N
X131309589419812.N,3,Pro-angiogenesis Macrophage,N
X131309590141740.N,2,Pro-angiogenesis Macrophage,N
X131309608295206.N,8,Non Blood Cell,N
X131309608790948.N,6,Natural killer cell,N
X131309608818461.N,6,Natural killer cell,N
X131309609077108.N,3,Pro-angiogenesis Macrophage,N
X131310502393773.N,6,Natural killer cell,N
X131310516849902.N,4,Macrophage,N
X131310516911324.N,5,Pro-angiogenesis Macrophage,N
X131310529133917.N,3,Pro-angiogenesis Macrophage,N
X131310529165684.N,8,Lung Cancer Cell,N
X131310548564715.N,9,Pro-angiogenesis Macrophage,N
X133829902880037.N,2,Pro-angiogenesis Macrophage,N
X133829902939955.N,1,Effector/Memory CD4+ T cells,N
X133829903365940.N,9,Effector/Memory CD4+ T cells,N
X133829903407405.N,2,Pro-angiogenesis Macrophage,N
X133829917333283.N,3,Pro-angiogenesis Macrophage,N
X133829929945524.N,2,Pro-angiogenesis Macrophage,N
X133829949286702.N,0,Effector/Memory CD4+ T cells,N
X133829949602653.N,7,Pro-inflammatory Macrophage,N
X133854464695542.N,2,Pro-angiogenesis Macrophage,N
X133854479637723.N,2,Pro-angiogenesis Macrophage,N
X133854491757915.N,7,Pro-angiogenesis Macrophage,N
X133854491982196.N,3,Pro-angiogenesis Macrophage,N
X133854492485340.N,0,Blood Cell,N
X133854511426859.N,2,Pro-angiogenesis Macrophage,N
X133895266879405.N,2,Pro-angiogenesis Macrophage,N
X133895266912997.N,8,Normal Fibroblast,N
X133895313021363.N,6,Natural killer cell,N
X133895313025380.N,3,Pro-angiogenesis Macrophage,N
X133895313091486.N,6,Natural killer cell,N
X133974589359925.N,6,Natural killer cell,N
X133974589853036.N,3,Pro-angiogenesis Macrophage,N
X133974589885276.N,6,Natural killer cell,N
X133974590142884.N,2,Pro-angiogenesis Macrophage,N
X133974604045021.N,1,Effector/Memory CD4+ T cells,N
X133974604077284.N,7,Pro-angiogenesis Macrophage,N
X133974604242278.N,2,Pro-angiogenesis Macrophage,N
X133974616557942.N,2,Pro-angiogenesis Macrophage,N
X133974616623838.N,0,CD8+ T cell,N
X133974617110822.N,3,Pro-angiogenesis Macrophage,N
X133974617377182.N,0,Effector/Memory CD4+ T cells,N
X133974617413878.N,3,Pro-angiogenesis Macrophage,N
X133974635764134.N,4,Macrophage,N
X133974636256043.N,0,Effector/Memory CD4+ T cells,N
X133982105855715.N,2,Pro-angiogenesis Macrophage,N
X133982106041779.N,2,Phagocytosis Macrophage,N
X133982106335091.N,3,Pro-angiogenesis Macrophage,N
X133982132783462.N,11,cDC2,N
X133982133082534.N,0,Effector/Memory CD4+ T cells,N
X133982133283741.N,8,Non Stromal Cell,N
X133982152153437.N,6,Natural killer cell,N
X134033645169965.N,6,Natural killer cell,N
X134033645680557.N,7,Macrophage,N
X134033672395060.N,7,Macrophage,N
X134033691293996.N,0,Naive CD4+ T cells,N
X134033691597037.N,0,Effector/Memory CD4+ T cells,N
X134033691851635.N,0,Effector/Memory CD8+ T cells,N
X134033692048107.N,6,Natural killer cell,N
X134041161382813.N,4,Macrophage,N
X134041161619236.N,3,Pro-angiogenesis Macrophage,N
X134041162135918.N,13,Lung Cancer Cell,N
X134041175996268.N,7,Pro-angiogenesis Macrophage,N
X134041176497371.N,7,Pro-inflammatory Macrophage,N
X134041176856795.N,7,Pro-angiogenesis Macrophage,N
X134041207692019.N,2,Pro-angiogenesis Macrophage,N
X134041207756531.N,6,Natural killer cell,N
X134041208048347.N,0,Effector/Memory CD4+ T cells,N
X134376303020332.N,2,Pro-angiogenesis Macrophage,N
X134376303220587.N,3,Pro-angiogenesis Macrophage,N
X134376330218739.N,6,Natural killer cell,N
X134376330222877.N,2,Pro-angiogenesis Macrophage,N
X134376330578268.N,0,Effector/Memory CD4+ T cells,N
X134376330774772.N,6,Natural killer cell,N
X134376330848107.N,3,Pro-angiogenesis Macrophage,N
X134376349187443.N,2,Pro-angiogenesis Macrophage,N
X134376349616029.N,3,Pro-angiogenesis Macrophage,N
X134377511446387.N,0,Effector/Memory CD4+ T cells,N
X134377525668637.N,2,Pro-angiogenesis Macrophage,N
X134377538963883.N,2,Pro-angiogenesis Macrophage,N
X134377539037411.N,7,Pro-angiogenesis Macrophage,N
X134377557120747.N,3,Pro-angiogenesis Macrophage,N
X134447975811315.N,3,Pro-angiogenesis Macrophage,N
X134447976070430.N,4,Pro-angiogenesis Macrophage,N
X134447990167909.N,3,Pro-angiogenesis Macrophage,N
X134447990430949.N,6,Natural killer cell,N
X134448022174443.N,2,Macrophage,N
X134448022174939.N,6,Natural killer cell,N
X134472805566764.N,12,Endothelial Cells,N
X134472805771126.N,1,Effector/Memory CD4+ T cells,N
X134472806063540.N,3,Pro-angiogenesis Macrophage,N
X134472820710708.N,4,Pro-angiogenesis Macrophage,N
X134472820999965.N,1,Effector/Memory CD8+ T cells,N
X134472832765171.N,3,Pro-angiogenesis Macrophage,N
X134472833064245.N,7,Pro-angiogenesis Macrophage,N
X134472851671403.N,3,Pro-angiogenesis Macrophage,N
X134472851973979.N,0,Effector/Memory CD4+ T cells,N
X134472852171109.N,2,Pro-angiogenesis Macrophage,N
X134522332662502.N,2,Pro-angiogenesis Macrophage,N
X134522346555318.N,0,Effector/Memory CD4+ T cells,N
X134522346618270.N,2,Pro-angiogenesis Macrophage,N
X134522346847469.N,0,Blood Cell,N
X134522347154211.N,1,Effector/Memory CD8+ T cells,N
X134522347338612.N,2,Pro-angiogenesis Macrophage,N
X134522359167398.N,3,Pro-angiogenesis Macrophage,N
X134522359471342.N,1,Effector/Memory CD8+ T cells,N
X134522359994718.N,0,Effector/Memory CD4+ T cells,N
X134522377977139.N,0,Effector/Memory CD4+ T cells,N
X134522378053918.N,3,Pro-angiogenesis Macrophage,N
X134522378603227.N,2,Pro-angiogenesis Macrophage,N
X134522378771877.N,15,pDC,N
X134522378835676.N,2,Pro-angiogenesis Macrophage,N
X134522378860790.N,0,Effector/Memory CD4+ T cells,N
X134530788092333.N,4,Macrophage,N
X134530788183283.N,2,Pro-angiogenesis Macrophage,N
X134530802767588.N,1,Effector/Memory CD8+ T cells,N
X134530802861931.N,9,Pro-angiogenesis Macrophage,N
X134530815617332.N,2,Pro-angiogenesis Macrophage,N
X134530833771748.N,6,Natural killer cell,N
X134530833995684.N,6,Natural killer cell,N
X134531727349686.N,5,Blood Cell,N
X134531727441309.N,3,Pro-angiogenesis Macrophage,N
X134531727869787.N,3,Pro-angiogenesis Macrophage,N
X134531741824868.N,3,Pro-angiogenesis Macrophage,N
X134531741833643.N,2,Pro-angiogenesis Macrophage,N
X134531742055670.N,2,Pro-angiogenesis Macrophage,N
X134531742059894.N,2,Pro-angiogenesis Macrophage,N
X134531742087022.N,15,pDC,N
X134531742353261.N,3,Pro-angiogenesis Macrophage,N
X134531742653852.N,3,Pro-angiogenesis Macrophage,N
X134531773315500.N,0,Effector/Memory CD4+ T cells,N
X134531773491622.N,0,Effector/Memory CD4+ T cells,N
X134539645994739.N,0,Endothelial Cells,N
X134539646262628.N,2,Pro-angiogenesis Macrophage,N
X134539646553331.N,1,Effector/Memory CD4+ T cells,N
X134539660971236.N,2,Pro-angiogenesis Macrophage,N
X134539660975398.N,2,Pro-angiogenesis Macrophage,N
X134539673299364.N,2,Pro-angiogenesis Macrophage,N
X134539692173100.N,3,Pro-angiogenesis Macrophage,N
X134539692662044.N,6,Natural killer cell,N
X134540451794284.N,2,Pro-angiogenesis Macrophage,N
X134540452022621.N,1,Effector/Memory CD8+ T cells,N
X134540452088165.N,0,Effector/Memory CD4+ T cells,N
X134540466014574.N,1,Effector/Memory CD4+ T cells,N
X134540466538716.N,3,Pro-angiogenesis Macrophage,N
X134540478559981.N,2,Pro-angiogenesis Macrophage,N
X134540478597939.N,13,Lung Cancer Cell,N
X134540478798619.N,4,Naive CD4+ T cells,N
X134540479052075.N,6,Natural killer cell,N
X134540497677037.N,3,Pro-angiogenesis Macrophage,N
X134540497698078.N,0,Effector/Memory CD4+ T cells,N
X134592125130525.N,0,Effector/Memory CD8+ T cells,N
X134592125659995.N,8,Lung Cancer Cell,N
X134592125684979.N,0,Effector/Memory CD4+ T cells,N
X134592125942070.N,0,Effector/Memory CD4+ T cells,N
X134592140065205.N,3,Pro-angiogenesis Macrophage,N
X134592140588918.N,7,Pro-angiogenesis Macrophage,N
X134592152652140.N,3,Pro-angiogenesis Macrophage,N
X134592171460980.N,1,Effector/Memory CD4+ T cells,N
X134592171498411.N,4,Naive CD4+ T cells,N
X134592171526501.N,3,Pro-angiogenesis Macrophage,N
X134592171526901.N,6,Natural killer cell,N
X134592171752308.N,0,Effector/Memory CD4+ T cells,N
X134600580873117.N,15,pDC,N
X134600581311789.N,6,Natural killer cell,N
X134600595519276.N,4,Pro-angiogenesis Macrophage,N
X134600595524892.N,1,Natural killer cell,N
X134600596285803.N,4,Macrophage,N
X134600608147870.N,2,Pro-angiogenesis Macrophage,N
X134600608594669.N,0,Naive CD4+ T cells,N
X134936662788509.N,1,CD8 T or NK cell,N
X134936676690156.N,6,Natural killer cell,N
X134936676984604.N,6,Natural killer cell,N
X134936677497590.N,3,Pro-angiogenesis Macrophage,N
X134936689589542.N,11,cDC2,N
X134936689794403.N,7,Pro-angiogenesis Macrophage,N
X134936689797411.N,2,Pro-angiogenesis Macrophage,N
X134936708110707.N,3,Pro-angiogenesis Macrophage,N
X134936708724653.N,0,Naive CD4+ T cells,N
X134936708921075.N,2,Pro-angiogenesis Macrophage,N
X134938004703156.N,2,Pro-angiogenesis Macrophage,N
X134938018835230.N,2,Pro-angiogenesis Macrophage,N
X134938019186989.N,3,Pro-angiogenesis Macrophage,N
X134938032266547.N,3,Pro-angiogenesis Macrophage,N
X134938051112308.N,6,Natural killer cell,N
X135014240697139.N,2,Pro-angiogenesis Macrophage,N
X135014267148068.N,8,Normal Fibroblast,N
X135014267180899.N,0,Macrophage,N
X135014267439838.N,2,Pro-angiogenesis Macrophage,N
X135014267448611.N,3,Pro-angiogenesis Macrophage,N
X135014267602797.N,7,Macrophage,N
X135014267931886.N,3,Pro-angiogenesis Macrophage,N
X135064437348700.N,6,Natural killer cell,N
X135064437582619.N,4,Pro-angiogenesis Macrophage,N
X135064452787444.N,2,Pro-angiogenesis Macrophage,N
X135064483712349.N,2,Pro-angiogenesis Macrophage,N
X135081886104365.N,3,Pro-angiogenesis Macrophage,N
X135081886116708.N,2,Pro-angiogenesis Macrophage,N
X135081886149539.N,6,Natural killer cell,N
X135081913169710.N,0,Blood Cell,N
X135081913182004.N,0,Blood Cell,N
X135081913640814.N,1,Effector/Memory CD4+ T cells,N
X135081913662686.N,3,Macrophage,N
X135081931795307.N,15,pDC,N
X135081931954979.N,4,Pro-angiogenesis Macrophage,N
X135081931959076.N,2,Pro-angiogenesis Macrophage,N
X135081932016949.N,14,Mast cell,N
X135081932307828.N,6,Natural killer cell,N
X135081932318430.N,0,Effector/Memory CD4+ T cells,N
X135081932568822.N,2,Pro-angiogenesis Macrophage,N
X135149143840995.N,7,Pro-angiogenesis Macrophage,N
X135149156679006.N,3,Pro-angiogenesis Macrophage,N
X135149175594334.N,2,Pro-angiogenesis Macrophage,N
X135150471141156.N,3,Pro-angiogenesis Macrophage,N
X135150471329581.N,5,Blood Cell,N
X135150471395245.N,2,Pro-angiogenesis Macrophage,N
X135150471407413.N,3,Pro-angiogenesis Macrophage,N
X135150486308637.N,2,Pro-angiogenesis Macrophage,N
X135150498700509.N,6,Natural killer cell,N
X135150498856229.N,8,Lung Cancer Cell,N
X135150498900398.N,2,Pro-angiogenesis Macrophage,N
X135150517540660.N,7,Pro-angiogenesis Macrophage,N
X135571511929691.N,1,Effector/Memory CD4+ T cells,N
X135571512126758.N,3,Pro-angiogenesis Macrophage,N
X135571512441205.N,2,Pro-angiogenesis Macrophage,N
X135571526863222.N,8,CAFadi,N
X135571527056228.N,0,Effector/Memory CD4+ T cells,N
X135571527289782.N,6,Natural killer cell,N
X135571539192228.N,0,Blood Cell,N
X135571539417907.N,0,Effector/Memory CD4+ T cells,N
X135571539454684.N,4,Macrophage,N
X135571558513524.N,2,Pro-angiogenesis Macrophage,N
X135699958290668.N,0,Blood Cell,N
X135699958806901.N,8,CAFadi,N
X135699959003942.N,2,Pro-angiogenesis Macrophage,N
X135699972906412.N,0,Effector/Memory CD4+ T cells,N
X135699972970205.N,4,Pro-angiogenesis Macrophage,N
X135699973192117.N,0,Effector/Memory CD4+ T cells,N
X135699973233883.N,8,Non Blood Cell,N
X135699973692764.N,0,Effector/Memory CD4+ T cells,N
X135699973696862.N,0,Effector/Memory CD4+ T cells,N
X135699973752750.N,0,Effector/Memory CD4+ T cells,N
X135700004395292.N,4,Pro-angiogenesis Macrophage,N
X135700005141227.N,3,Pro-angiogenesis Macrophage,N
X135700005178155.N,2,Pro-angiogenesis Macrophage,N
X155842549860212.N,2,Pro-angiogenesis Macrophage,N
X155842550066020.N,8,Lung Cancer Cell,N
X155842564214195.N,6,Natural killer cell,N
X155842564811997.N,6,Natural killer cell,N
X155842565060843.N,3,Pro-angiogenesis Macrophage,N
X155842565064622.N,3,Pro-angiogenesis Macrophage,N
X155842596256678.N,8,Endothelial Cells,N
X155842596457269.N,3,Pro-angiogenesis Macrophage,N
X155842596460766.N,2,Pro-angiogenesis Macrophage,N
X155842596489500.N,0,Effector/Memory CD4+ T cells,N
X155888854719285.N,0,Naive CD4+ T cells,N
X155888869625059.N,7,Macrophage,N
X155888869885805.N,2,Pro-angiogenesis Macrophage,N
X155888870082419.N,0,Blood Cell,N
X155888870092197.N,7,Pro-angiogenesis Macrophage,N
X155888882173798.N,1,Effector/Memory CD8+ T cells,N
X155888882503078.N,0,Effector/Memory CD4+ T cells,N
X155888901548398.N,3,Pro-angiogenesis Macrophage,N
X155888901569259.N,6,Natural killer cell,N
X155911403235046.N,0,CD4 or CD8 T cell,N
X155911403554606.N,0,Effector/Memory CD4+ T cells,N
X155911404010278.N,1,Effector/Memory CD8+ T cells,N
X155911404018547.N,6,Natural killer cell,N
X155911417936286.N,1,Effector/Memory CD8+ T cells,N
X155911417944862.N,7,Pro-inflammatory Macrophage,N
X155911417969958.N,1,Effector/Memory CD4+ T cells,N
X155911418140454.N,8,Stromal Cell,N
X155911418235110.N,3,Pro-angiogenesis Macrophage,N
X155911418402667.N,0,Blood Cell,N
X155911430552358.N,2,Pro-angiogenesis Macrophage,N
X155911449332149.N,2,Pro-angiogenesis Macrophage,N
