cell,integration_cluster
X156933472050484_X_.N,8
X156933485874012_X_.N,0
X156933486208884_X_.N,6
X156933486492006_X_.N,3
X156933498517229_X_.N,0
X156933517896606_X_.N,0
X157004338445621_X_.N,3
X157004338941228_X_.N,6
X157004353719013_X_.N,3
X157004366268659_X_.N,2
X157004366298333_X_.N,2
X157004366301596_X_.N,2
X157004384352606_X_.N,7
X157004384398252_X_.N,2
X157004384561012_X_.N,11
X157004384845164_X_.N,6
X157004384877918_X_.N,3
X157004384882012_X_.N,2
X157071984740587_X_.N,2
X157071999350635_X_.N,3
X157072011156398_X_.N,2
X157072011450155_X_.N,2
X157072030099310_X_.N,4
X157072030615790_X_.N,6
X157072030808931_X_.N,1
X157140449934134_X_.N,2
X157140450405598_X_.N,6
X157140450494382_X_.N,3
X157140462254502_X_.N,6
X157140462528235_X_.N,3
X157140462550389_X_.N,0
X157140481338203_X_.N,3
X157140481595741_X_.N,0
X157140481849646_X_.N,0
X157477590125478_X_.N,2
X157477590222638_X_.N,0
X157477605071284_X_.N,2
X157477605330332_X_.N,3
X157477605403869_X_.N,4
X157477617752358_X_.N,3
X157477636594972_X_.N,1
X157486582721309_X_.N,9
X157486582786870_X_.N,3
X157486583049116_X_.N,3
X157486597166965_X_.N,2
X157486597199798_X_.N,2
X157486597455211_X_.N,0
X157486597748979_X_.N,1
X157486597983580_X_.N,3
X157486610073524_X_.N,0
X157486610299189_X_.N,0
X157486628588902_X_.N,1
X157486628620651_X_.N,3
X157486629411227_X_.N,15
X157536914094430_X_.N,3
X157536914687835_X_.N,0
X157536928820150_X_.N,2
X157536928840115_X_.N,6
X157536928845043_X_.N,3
X157536941914861_X_.N,8
X157537746700637_X_.N,0
X157537747252980_X_.N,2
X157537747454894_X_.N,2
X157537747556198_X_.N,4
X157537747556779_X_.N,2
X157537765899182_X_.N,6
X157537766061877_X_.N,2
X157537766131437_X_.N,3
X157537766135604_X_.N,3
X157537766173028_X_.N,6
X157562549680493_X_.N,4
X157562550209381_X_.N,6
X157562550467508_X_.N,3
X157562564396982_X_.N,6
X157562564885916_X_.N,7
X157562577565598_X_.N,7
X157562577739173_X_.N,14
X157613955405604_X_.N,3
X157613955893598_X_.N,4
X157613970377563_X_.N,13
X157613982672619_X_.N,13
X157613982927148_X_.N,4
X157684150949662_X_.N,2
X157684151049437_X_.N,2
X157684151302366_X_.N,0
X157684151564661_X_.N,10
X157684165667612_X_.N,2
X157684166485731_X_.N,0
X157684178769766_X_.N,1
X157684179004126_X_.N,7
X157684197083573_X_.N,0
X157684197190572_X_.N,0
X157684197349811_X_.N,1
X157690324965734_X_.N,2
X157690325784940_X_.N,8
X157690325842203_X_.N,3
X157690339736990_X_.N,12
X157690339909019_X_.N,6
X157690352557292_X_.N,3
X157690353109742_X_.N,1
X157690371099507_X_.N,1
X157690371107636_X_.N,3
X157690371193692_X_.N,2
X157690371950876_X_.N,2
X160440043560363_X_.N,2
X160440043628892_X_.N,3
X160440043652852_X_.N,3
X160440043825590_X_.N,4
X160440043886372_X_.N,0
X160440044087140_X_.N,1
X160440044088621_X_.N,4
X160440071150877_X_.N,0
X160440089767140_X_.N,4
X160440089992107_X_.N,3
X160440090024349_X_.N,0
X160440090221355_X_.N,0
X160447828223774_X_.N,8
X160447828445101_X_.N,1
X160447828977454_X_.N,6
X160447842932662_X_.N,1
X160447843121590_X_.N,0
X160447855548140_X_.N,0
X160447855814900_X_.N,8
X160447856012211_X_.N,6
X160447856331502_X_.N,2
X160447875110748_X_.N,2
X160785117402870_X_.N,9
X160785117403510_X_.N,2
X160785117592492_X_.N,5
X160785117703019_X_.N,2
X160785132800749_X_.N,9
X160785163737843_X_.N,6
X160785164291446_X_.N,4
X160903094724462_X_.N,0
X160903095012717_X_.N,0
X160903095019942_X_.N,0
X160903095045019_X_.N,3
X160903095347428_X_.N,3
X160903095539956_X_.N,1
X160903109752676_X_.N,0
X160903109925091_X_.N,4
X160903110019372_X_.N,0
X160903122048733_X_.N,0
X160903122048876_X_.N,6
X160903140895669_X_.N,1
X160903141386597_X_.N,2
X160903141673910_X_.N,6
X160910610909619_X_.N,9
X160910610971941_X_.N,0
X160910610983260_X_.N,6
X160910625950508_X_.N,3
X160910626412957_X_.N,7
X160910626475379_X_.N,1
X160910657113374_X_.N,0
X160928731097371_X_.N,6
X160928745352502_X_.N,0
X160928745545051_X_.N,2
X160928745580956_X_.N,2
X160928745834227_X_.N,3
X160928757640435_X_.N,8
X160928758348717_X_.N,1
X160928758454699_X_.N,2
X160928776538868_X_.N,6
X160928776709941_X_.N,4
X160990067866028_X_.N,3
X160990068074358_X_.N,0
X160990068099892_X_.N,0
X160990068620075_X_.N,4
X160990082493214_X_.N,6
X160990082549677_X_.N,0
X160990082784692_X_.N,0
X160990083333413_X_.N,3
X160990083369691_X_.N,7
X160990095691108_X_.N,8
X160990095862195_X_.N,0
X160990114270557_X_.N,0
X160990114526964_X_.N,2
X160990114826163_X_.N,1
X160996510295782_X_.N,2
X160996510820726_X_.N,2
X160996524976924_X_.N,2
X160996525197172_X_.N,0
X160996525272484_X_.N,3
X160996525292395_X_.N,3
X160996525492142_X_.N,3
X160996537613148_X_.N,4
X160996538342196_X_.N,8
X160996556696301_X_.N,2
X161340122320308_X_.N,12
X161340122381172_X_.N,3
X161340135172532_X_.N,3
X161340153777510_X_.N,2
X161340154304861_X_.N,0
X161340154342323_X_.N,3
X161411780003572_X_.N,2
X161411780201894_X_.N,2
X161411780234037_X_.N,2
X161411795172707_X_.N,2
X161411807688541_X_.N,0
X161411808053171_X_.N,2
X161411826371893_X_.N,3
X161411826673389_X_.N,0
X161451911310198_X_.N,2
X161451911531365_X_.N,3
X161451911567669_X_.N,3
X161451926275894_X_.N,0
X161451926578979_X_.N,3
X161451957505398_X_.N,2
X161462663146268_X_.N,5
X161462663200110_X_.N,7
X161462663633755_X_.N,8
X161462663658340_X_.N,3
X161462663953190_X_.N,2
X161462663965917_X_.N,2
X161462676481756_X_.N,0
X161462676581172_X_.N,0
X161462694623532_X_.N,1
X161462695180205_X_.N,2
X161478620596661_X_.N,3
X161478620691310_X_.N,2
X161478620953372_X_.N,11
X161478635112677_X_.N,3
X161478635645157_X_.N,2
X161478648183205_X_.N,0
X161478648486188_X_.N,6
X161478666770340_X_.N,0
X161548548032813_X_.N,1
X161548548074781_X_.N,2
X161548562978667_X_.N,2
X161548575140148_X_.N,1
X161548575291766_X_.N,6
X161548575587100_X_.N,0
X161864227876062_X_.N,4
X161864242612571_X_.N,2
X161864255688091_X_.N,8
X161864256011683_X_.N,1
X161864274011878_X_.N,1
X161864274307821_X_.N,11
X161864274635108_X_.N,6
X161864274831221_X_.N,2
X161864274856238_X_.N,7
X161864274893083_X_.N,2
X161883152673133_X_.N,0
X161883152869275_X_.N,3
X161883152899365_X_.N,0
X161883167570742_X_.N,3
X161883179859307_X_.N,3
X161883198773532_X_.N,6
X161883199519596_X_.N,2
X161889595345717_X_.N,7
X161889595607349_X_.N,6
X161889595799838_X_.N,0
X161889609697629_X_.N,0
X161889610054052_X_.N,2
X161889610262884_X_.N,2
X161889610263860_X_.N,1
X161889610583411_X_.N,0
X161889622321908_X_.N,14
X161889641744109_X_.N,1
X161889641748837_X_.N,2
X161889641975131_X_.N,2
X161889642047262_X_.N,2
X161890937498524_X_.N,9
X161890937756020_X_.N,2
X161890951943971_X_.N,2
X161890964781491_X_.N,3
X161890983655709_X_.N,3
X161890983660853_X_.N,0
X161890983864694_X_.N,2
X161890983918942_X_.N,0
X161890983929700_X_.N,0
X161890984122669_X_.N,8
X161890984220955_X_.N,3
X161893219424675_X_.N,1
X161893234198828_X_.N,2
X161893265132276_X_.N,6
X161960462530916_X_.N,1
X161960462534509_X_.N,2
X161960462605086_X_.N,1
X161960476699059_X_.N,7
X161960490035115_X_.N,3
X162001532868398_X_.N,0
X162001533126565_X_.N,3
X162001533164261_X_.N,2
X162001533228766_X_.N,2
X162001533451550_X_.N,1
X162001547811043_X_.N,6
X162001548142516_X_.N,2
X162001559869862_X_.N,3
X162001560160093_X_.N,3
X162001560661404_X_.N,3
X162001578781981_X_.N,2
X162001578842934_X_.N,0
X162001579011427_X_.N,6
X162078842050910_X_.N,0
X162078842083164_X_.N,0
X162078857054509_X_.N,1
X162078857223462_X_.N,2
X162078857246950_X_.N,0
X162078857485668_X_.N,3
X162078869339355_X_.N,4
X162078869383588_X_.N,7
X162078869632870_X_.N,4
X162078869895542_X_.N,2
X162078888422694_X_.N,0
X162090653235628_X_.N,6
X162090653239027_X_.N,4
X162090668182755_X_.N,1
X162090668484837_X_.N,4
X162090680473453_X_.N,3
X162090680735580_X_.N,2
X162090699377580_X_.N,0
X162090699380636_X_.N,0
X162090699640157_X_.N,0
X164631931698403_X_.N,3
X164631946685283_X_.N,1
X164631947107621_X_.N,0
X164631958899556_X_.N,1
X164631958936413_X_.N,4
X164631959760157_X_.N,6
X164631977778542_X_.N,6
X164631978142644_X_.N,2
X164631978593515_X_.N,6
X164698906286438_X_.N,7
X164698906351452_X_.N,0
X164698907097894_X_.N,2
X164698907134187_X_.N,2
X164698921031606_X_.N,8
X164698921548021_X_.N,3
X164698934394078_X_.N,2
X164698952742813_X_.N,3
X164698952972573_X_.N,5
X164698953201973_X_.N,3
X164698953202926_X_.N,2
X164753399237996_X_.N,2
X164753399466732_X_.N,4
X164753413356955_X_.N,0
X164753414208294_X_.N,6
X164753426279141_X_.N,1
X164753426312051_X_.N,3
X164753426795293_X_.N,8
X164753445116190_X_.N,3
X164753445349788_X_.N,2
X164753445370740_X_.N,2
X164761049095461_X_.N,6
X164761049884955_X_.N,1
X164761063774563_X_.N,6
X164761076652915_X_.N,9
X164761095227294_X_.N,2
X164769505073051_X_.N,0
X164769519783324_X_.N,0
X164769520335606_X_.N,2
X164818762717542_X_.N,4
X164818763048814_X_.N,3
X164818763564829_X_.N,0
X164818790312677_X_.N,7
X164818808948662_X_.N,8
X164818809404206_X_.N,3
X164818809703211_X_.N,12
X165164910569389_X_.N,6
X165164924923188_X_.N,6
X165164925009262_X_.N,1
X165164956904174_X_.N,0
X165164957256117_X_.N,2
X165188398438748_X_.N,0
X165188398632358_X_.N,7
X165188398955292_X_.N,0
X165188413278059_X_.N,3
X165188425898779_X_.N,6
X165188426459940_X_.N,2
X165188444809061_X_.N,6
X165232421780205_X_.N,2
X165232421858540_X_.N,3
X165232422009772_X_.N,0
X165232422340917_X_.N,0
X165232422373230_X_.N,9
X165232422546661_X_.N,2
X165232436500836_X_.N,2
X165232436996316_X_.N,3
X165232437062877_X_.N,0
X165232449055539_X_.N,3
X165232449378742_X_.N,7
X165232449874724_X_.N,0
X165232449895645_X_.N,0
X165302215235510_X_.N,4
X165302229940957_X_.N,3
X165302230178019_X_.N,1
X165302230474142_X_.N,1
X165302242274659_X_.N,4
X165302242531182_X_.N,2
X165302242601307_X_.N,4
X165302242794331_X_.N,2
X165302242819499_X_.N,0
X165302243028254_X_.N,1
X165302261733109_X_.N,11
X165302261901678_X_.N,6
X165325568961772_X_.N,0
X165325569738467_X_.N,4
X165325583562604_X_.N,4
X165325584062684_X_.N,2
X165325584063707_X_.N,2
X165325584358300_X_.N,0
X165325584385974_X_.N,14
X165325596900597_X_.N,2
X165325615000821_X_.N,2
X165325615327067_X_.N,9
X165327850552734_X_.N,6
X165327850617260_X_.N,1
X165327877860651_X_.N,0
X165327878176038_X_.N,7
X165327878404405_X_.N,3
X165327897258931_X_.N,2
X165327897319348_X_.N,2
X165385698761116_X_.N,3
X165385698921307_X_.N,6
X165385699182427_X_.N,3
X165385699280611_X_.N,4
X165385713077165_X_.N,0
X165385713139125_X_.N,2
X165385713376179_X_.N,2
X165385713403749_X_.N,2
X165385713411868_X_.N,3
X165385713694963_X_.N,2
X165385713895326_X_.N,2
X165385725692710_X_.N,2
X165385726520605_X_.N,0
X165385744870750_X_.N,7
X165738959759787_X_.N,6
X165738959989165_X_.N,3
X165738960010675_X_.N,6
X165738974177715_X_.N,3
X165738974205878_X_.N,8
X165738974472052_X_.N,4
X165738974725997_X_.N,3
X165738974927076_X_.N,4
X165738987015013_X_.N,6
X165738987248044_X_.N,0
X165738987276645_X_.N,3
X165739005929324_X_.N,6
X165739006224740_X_.N,2
X165739006449893_X_.N,3
X165741375711134_X_.N,0
X165741375736550_X_.N,0
X165741375895414_X_.N,4
X165741376194973_X_.N,2
X165741390379427_X_.N,0
X165741390584667_X_.N,3
X165741390640883_X_.N,3
X165741390883237_X_.N,13
X165741402642845_X_.N,3
X165741403425078_X_.N,0
X165741403495710_X_.N,3
X165741421776243_X_.N,2
X165851836569309_X_.N,6
X165851836599518_X_.N,2
X165851836631916_X_.N,6
X165851851316532_X_.N,3
X165851851836132_X_.N,3
X165858413264284_X_.N,7
X165858413820636_X_.N,2
X165858414025949_X_.N,0
X165858414053726_X_.N,1
X165858414115635_X_.N,0
X165858427983798_X_.N,3
X165858440567147_X_.N,3
X165858459736307_X_.N,1
X165860292606883_X_.N,0
X165860292615524_X_.N,1
X165860292652276_X_.N,3
X165860307781876_X_.N,1
X165860307814190_X_.N,3
X165860319644390_X_.N,2
X165860319905630_X_.N,7
X165945520799027_X_.N,2
X165945521129781_X_.N,3
X165945521326958_X_.N,7
X165945535580534_X_.N,2
X165945535838451_X_.N,2
X165945536036126_X_.N,2
X165945536039156_X_.N,2
X165945547901870_X_.N,0
X165945548327341_X_.N,1
X165945548389803_X_.N,3
X165945548627171_X_.N,2
X165945566714270_X_.N,0
X165945567201181_X_.N,3
X165945567270629_X_.N,4
X165946206579117_X_.N,6
X165946219444518_X_.N,3
X165946219476724_X_.N,2
X165946219719908_X_.N,0
X165946237873003_X_.N,7
X165946238551963_X_.N,3
X165946238589659_X_.N,6
X166264153786165_X_.N,0
X166264153984364_X_.N,3
X166264168963294_X_.N,4
X166264168991526_X_.N,3
X166264180722013_X_.N,3
X166264180985205_X_.N,2
X166264181246196_X_.N,4
X166264181548787_X_.N,4
X166264181549283_X_.N,4
X166264199633702_X_.N,7
X166264199666469_X_.N,0
X166264199898988_X_.N,7
X166288044177835_X_.N,3
X166288044709675_X_.N,2
X166288059386804_X_.N,2
X166288059653413_X_.N,3
X166288071740261_X_.N,4
X166288071802150_X_.N,2
X166288072301854_X_.N,0
X166288090417908_X_.N,3
X166290877541685_X_.N,3
X166290877730149_X_.N,4
X166290878229726_X_.N,0
X166290890058084_X_.N,0
X166290890079451_X_.N,1
X166290890279772_X_.N,3
X166290890344165_X_.N,2
X166290890378670_X_.N,8
X166290890382574_X_.N,3
X166290890804059_X_.N,6
X166290909518132_X_.N,2
X166332068383598_X_.N,0
X166332082605283_X_.N,6
X166332095153973_X_.N,4
X166332095647134_X_.N,2
X166332114090870_X_.N,3
X166351409699614_X_.N,2
X166351409957790_X_.N,8
X166351410149811_X_.N,3
X166351423004069_X_.N,4
X166351423100644_X_.N,11
X166351441357222_X_.N,12
X166351441939812_X_.N,3
X166400399161188_X_.N,3
X166400399202013_X_.N,3
X166400399923445_X_.N,2
X166400412244892_X_.N,3
X166400412568291_X_.N,6
X166400430827380_X_.N,4
X166400430921971_X_.N,8
X166400431155996_X_.N,3
X166400431405357_X_.N,0
X166400431442782_X_.N,6
X166402815289773_X_.N,3
X166402815310571_X_.N,8
X166402828122988_X_.N,2
X166402846813606_X_.N,3
X166416893496116_X_.N,6
X166416893504806_X_.N,6
X166416893569390_X_.N,1
X166416893721004_X_.N,2
X166416908466923_X_.N,2
X166416908470173_X_.N,6
X166416908708203_X_.N,6
X166416921021299_X_.N,11
X166469238704437_X_.N,4
X166469252790636_X_.N,7
X166469253417180_X_.N,3
X166469253614955_X_.N,4
X166469265407285_X_.N,13
X166469265636595_X_.N,6
X166469266238299_X_.N,3
X166469284773299_X_.N,11
X166469285066668_X_.N,2
X169014006306550_X_.N,4
X169014021217716_X_.N,4
X169014021474022_X_.N,2
X169014021737835_X_.N,0
X169014033798902_X_.N,3
X169014034062171_X_.N,2
X169014034122652_X_.N,1
X169014052476845_X_.N,3
X169014052480812_X_.N,2
X169014052939694_X_.N,3
X169022462544115_X_.N,13
X169022476740531_X_.N,0
X169022477191086_X_.N,2
X169022477232363_X_.N,6
X169022489316718_X_.N,0
X169022489508212_X_.N,3
X169022489552619_X_.N,2
X169022489783589_X_.N,4
X169022489847659_X_.N,1
X169022508940076_X_.N,1
X169027831445406_X_.N,2
X169027846190966_X_.N,6
X169027846229363_X_.N,2
X169027857959732_X_.N,2
X169027858221812_X_.N,7
X169027876870950_X_.N,6
X169027876875492_X_.N,1
X169027877680990_X_.N,0
X169082591567197_X_.N,4
X169082591569779_X_.N,2
X169082591827748_X_.N,2
X169082618858910_X_.N,1
X169082619063006_X_.N,0
X169082619553500_X_.N,2
X169082637670814_X_.N,2
X169082638162269_X_.N,3
X169082638518108_X_.N,6
X169151713697117_X_.N,2
X169151728606004_X_.N,3
X169151728609566_X_.N,6
X169151728831412_X_.N,2
X169151729096995_X_.N,2
X169151729192163_X_.N,3
X169151741442347_X_.N,6
X169151741451164_X_.N,6
X169151741672798_X_.N,3
X169151760316701_X_.N,7
X169151760382684_X_.N,6
X169156948388637_X_.N,1
X169156962867998_X_.N,3
X169156963069163_X_.N,1
X169156963165997_X_.N,5
X169156975421796_X_.N,1
X169156975639795_X_.N,3
X169156994841443_X_.N,6
X169156995139507_X_.N,2
X169158156380964_X_.N,2
X169158156446062_X_.N,2
X169158171585459_X_.N,2
X169158184131947_X_.N,2
X169158202219238_X_.N,2
X169158202480934_X_.N,5
X169158202513316_X_.N,7
X169158827265307_X_.N,1
X169158827461925_X_.N,3
X169158841911653_X_.N,0
X169158842211636_X_.N,2
X169158854761190_X_.N,8
X169158873306996_X_.N,0
X169158873607398_X_.N,2
X169158873934260_X_.N,8
X169174262507947_X_.N,9
X169174263064878_X_.N,7
X169174276959532_X_.N,1
X169174276991340_X_.N,4
X169174276991715_X_.N,0
X169174277216054_X_.N,0
X169174277680371_X_.N,3
X169174289536733_X_.N,3
X169174289991916_X_.N,3
X169174308415774_X_.N,0
X169174308632997_X_.N,2
X169174308907955_X_.N,2
X169572486208805_X_.N,0
X169572486240606_X_.N,2
X169572486302005_X_.N,2
X169572501179749_X_.N,7
X169572501444316_X_.N,7
X169572513568670_X_.N,0
X169572513569702_X_.N,2
X169572514355483_X_.N,2
X169572532439796_X_.N,7
X169579734818100_X_.N,6
X169579749227229_X_.N,2
X169579749432102_X_.N,2
X169579749464477_X_.N,0
X169579749464988_X_.N,6
X169579761260780_X_.N,2
X169579761555878_X_.N,2
X169579762112939_X_.N,1
X169579780685045_X_.N,4
X169579780880693_X_.N,4
X169579780959531_X_.N,1
X169587519372212_X_.N,8
X169587519375092_X_.N,13
X169587533310686_X_.N,7
X169587533835044_X_.N,2
X169587534060900_X_.N,13
X169587534125300_X_.N,3
X169587546642676_X_.N,3
X169587565516517_X_.N,7
X169723750364980_X_.N,6
X169723764882715_X_.N,1
X169723777399539_X_.N,6
X169727105550245_X_.N,3
X169727105910499_X_.N,2
X169727119746798_X_.N,2
X169727119767987_X_.N,3
X169727119969125_X_.N,2
X169727132617629_X_.N,2
X169727133079773_X_.N,3
X169768847097245_X_.N,1
X169768874100587_X_.N,8
X169768893405533_X_.N,3
X169793543060406_X_.N,3
X169793543129909_X_.N,2
X169793543661811_X_.N,6
X169793557510964_X_.N,4
X169793558034349_X_.N,7
X169793558079723_X_.N,2
X169793570433949_X_.N,6
X169793570630579_X_.N,0
X169793570887908_X_.N,2
X169793588939635_X_.N,2
X169793588939700_X_.N,15
X169793589536612_X_.N,0
X169794750761910_X_.N,2
X169794750764851_X_.N,1
X169794750794989_X_.N,1
X169794750801827_X_.N,7
X169794751351093_X_.N,5
X169794751580582_X_.N,0
X169794778086773_X_.N,1
X169794778610933_X_.N,2
X169794778617629_X_.N,8
X169794796972318_X_.N,1
X169794797681068_X_.N,3
X169794797688668_X_.N,1
X169795556142492_X_.N,4
X169795571117366_X_.N,3
X169795571633565_X_.N,3
X169795583399788_X_.N,0
X169795603028389_X_.N,6
X170137141074331_X_.N,0
X170137155168542_X_.N,0
X170137155652004_X_.N,2
X170137167490347_X_.N,0
X170137168307934_X_.N,3
X170137186331444_X_.N,6
X170180358552502_X_.N,14
X170180359145245_X_.N,3
X170180373075677_X_.N,0
X170180373559027_X_.N,4
X170180373797620_X_.N,3
X170180386110236_X_.N,0
X170180386180316_X_.N,0
X170180404529908_X_.N,9
X170180404697843_X_.N,4
X170181029385949_X_.N,3
X170181029452724_X_.N,6
X170181029902757_X_.N,0
X170181029910315_X_.N,3
X170181029968604_X_.N,1
X170181030013219_X_.N,0
X170181044123374_X_.N,2
X170181044385646_X_.N,0
X170181057198374_X_.N,0
X170181057264862_X_.N,3
X170198358448859_X_.N,2
X170198358767974_X_.N,4
X170198358945011_X_.N,6
X170198370761454_X_.N,5
X170198371028341_X_.N,3
X170198371297075_X_.N,8
X170198390430643_X_.N,2
X170198390459179_X_.N,8
X170199685949339_X_.N,6
X170199700421926_X_.N,7
X170199700856027_X_.N,2
X170199700891499_X_.N,3
X170199713004251_X_.N,2
X170199713729822_X_.N,1
X170199732370677_X_.N,2
X170199732603701_X_.N,6
X170199732606894_X_.N,4
X170199732607387_X_.N,8
X170258473540406_X_.N,2
X170258473609461_X_.N,13
X170258488485805_X_.N,6
X170258488539947_X_.N,4
X170258500373422_X_.N,2
X170258500610796_X_.N,3
X170258500865379_X_.N,3
X170258500872116_X_.N,3
X170258519471909_X_.N,3
X170265198913396_X_.N,2
X170265199196532_X_.N,6
X170265199426294_X_.N,0
X170265211262700_X_.N,4
X170265211484595_X_.N,7
X170265212049317_X_.N,3
X170265230359787_X_.N,3
X170265230653222_X_.N,4
X170268002736884_X_.N,1
X170268002839796_X_.N,6
X170268003088172_X_.N,6
X170268003253046_X_.N,7
X170268003322213_X_.N,3
X170268003330908_X_.N,6
X170268017212195_X_.N,7
X170268017215845_X_.N,4
X170268017515739_X_.N,7
X170268029736797_X_.N,13
X170268029766452_X_.N,0
X170268048873198_X_.N,3
X170268049394014_X_.N,0
X170276726925211_X_.N,7
X170276727417115_X_.N,0
X170276727437212_X_.N,1
X170276741332324_X_.N,4
X170276773050230_X_.N,6
