gene,sample_id,count
GENE_0480,S03,11
GENE_0010,S03,0
GENE_0099,S03,79
GENE_0449,S03,2
GENE_0149,S03,7
GENE_0165,S03,23
GENE_0262,S03,114
GENE_0407,S03,60
GENE_0388,S03,17
GENE_0443,S03,25
GENE_0127,S03,36
GENE_0055,S03,26
GENE_0363,S03,13
GENE_0455,S03,19
GENE_0145,S03,12
GENE_0346,S03,2
GENE_0436,S03,10
GENE_0168,S03,1
GENE_0288,S03,16
GENE_0252,S03,9
GENE_0142,S03,5
GENE_0089,S03,15
GENE_0051,S03,72
GENE_0413,S03,27
GENE_0177,S03,2
GENE_0240,S03,5
GENE_0478,S03,38
GENE_0186,S03,0
GENE_0088,S03,30
GENE_0439,S03,55
GENE_0344,S03,3
GENE_0007,S03,7
GENE_0411,S03,4
GENE_0105,S03,2
GENE_0429,S03,16
GENE_0256,S03,1
GENE_0394,S03,7
GENE_0140,S03,13
GENE_0203,S03,20
GENE_0098,S03,11
GENE_0376,S03,131
GENE_0064,S03,17
GENE_0497,S03,8
GENE_0481,S03,7
GENE_0498,S03,24
GENE_0215,S03,8
GENE_0431,S03,13
GENE_0017,S03,7
GENE_0491,S03,8
GENE_0235,S03,5
GENE_0368,S03,37
GENE_0173,S03,2
GENE_0009,S03,3
GENE_0311,S03,8
GENE_0412,S03,14
GENE_0257,S03,3
GENE_0006,S03,27
GENE_0357,S03,2
GENE_0094,S03,18
GENE_0199,S03,1
GENE_0156,S03,38
GENE_0396,S03,0
GENE_0014,S03,13
GENE_0392,S03,42
GENE_0263,S03,16
GENE_0325,S03,12
GENE_0056,S03,9
GENE_0139,S03,29
GENE_0330,S03,12
GENE_0131,S03,33
GENE_0451,S03,88
GENE_0332,S03,5
GENE_0083,S03,2
GENE_0494,S03,5
GENE_0425,S03,79
GENE_0041,S03,3
GENE_0220,S03,59
GENE_0211,S03,67
GENE_0176,S03,7
GENE_0418,S03,38
GENE_0345,S03,76
GENE_0193,S03,6
GENE_0472,S03,10
GENE_0393,S03,2
GENE_0106,S03,9
GENE_0121,S03,8
GENE_0050,S03,3
GENE_0024,S03,13
GENE_0073,S03,5
GENE_0266,S03,22
GENE_0184,S03,0
GENE_0124,S03,27
GENE_0016,S03,30
GENE_0214,S03,1
GENE_0379,S03,22
GENE_0082,S03,25
GENE_0002,S03,3
GENE_0369,S03,74
GENE_0047,S03,15
GENE_0338,S03,6
GENE_0243,S03,13
GENE_0180,S03,12
GENE_0422,S03,14
GENE_0223,S03,14
GENE_0197,S03,5
GENE_0342,S03,17
GENE_0013,S03,3
GENE_0434,S03,17
GENE_0273,S03,6
GENE_0227,S03,7
GENE_0078,S03,35
GENE_0362,S03,51
GENE_0380,S03,24
GENE_0271,S03,2
GENE_0115,S03,16
GENE_0441,S03,30
GENE_0459,S03,10
GENE_0077,S03,125
GENE_0011,S03,26
GENE_0063,S03,3
GENE_0493,S03,12
GENE_0226,S03,27
GENE_0060,S03,12
GENE_0181,S03,16
GENE_0261,S03,59
GENE_0040,S03,15
GENE_0294,S03,4
GENE_0092,S03,1
GENE_0410,S03,22
GENE_0485,S03,3
GENE_0255,S03,3
GENE_0192,S03,12
GENE_0377,S03,137
GENE_0042,S03,4
GENE_0486,S03,48
GENE_0290,S03,14
GENE_0421,S03,15
GENE_0295,S03,26
GENE_0154,S03,11
GENE_0072,S03,19
GENE_0438,S03,17
GENE_0287,S03,2
GENE_0384,S03,36
GENE_0414,S03,8
GENE_0195,S03,8
GENE_0103,S03,16
GENE_0185,S03,4
GENE_0171,S03,16
GENE_0364,S03,15
GENE_0458,S03,29
GENE_0479,S03,25
GENE_0352,S03,9
GENE_0303,S03,33
GENE_0034,S03,67
GENE_0150,S03,18
GENE_0015,S03,15
GENE_0035,S03,5
GENE_0339,S03,12
GENE_0182,S03,3
GENE_0175,S03,5
GENE_0467,S03,15
GENE_0314,S03,17
GENE_0132,S03,24
GENE_0107,S03,7
GENE_0019,S03,26
GENE_0403,S03,19
GENE_0484,S03,3
GENE_0483,S03,10
GENE_0219,S03,11
GENE_0471,S03,3
GENE_0057,S03,16
GENE_0170,S03,41
GENE_0218,S03,22
GENE_0430,S03,17
GENE_0065,S03,50
GENE_0337,S03,11
GENE_0301,S03,4
GENE_0336,S03,7
GENE_0277,S03,11
GENE_0191,S03,5
GENE_0003,S03,15
GENE_0474,S03,14
GENE_0084,S03,14
GENE_0085,S03,21
GENE_0190,S03,38
GENE_0194,S03,27
GENE_0432,S03,4
GENE_0167,S03,1
GENE_0108,S03,28
GENE_0080,S03,2
GENE_0267,S03,7
GENE_0102,S03,6
GENE_0225,S03,0
GENE_0444,S03,14
GENE_0116,S03,25
GENE_0296,S03,5
GENE_0323,S03,1
GENE_0143,S03,4
GENE_0489,S03,20
GENE_0307,S03,4
GENE_0031,S03,8
GENE_0285,S03,8
GENE_0419,S03,34
GENE_0487,S03,13
GENE_0395,S03,3
GENE_0053,S03,38
GENE_0234,S03,7
GENE_0097,S03,19
GENE_0222,S03,11
GENE_0464,S03,7
GENE_0387,S03,4
GENE_0374,S03,6
GENE_0158,S03,55
GENE_0118,S03,2
GENE_0268,S03,0
GENE_0275,S03,60
GENE_0067,S03,5
GENE_0358,S03,3
GENE_0260,S03,18
GENE_0026,S03,6
GENE_0381,S03,57
GENE_0095,S03,22
GENE_0456,S03,11
GENE_0463,S03,180
GENE_0468,S03,14
GENE_0448,S03,47
GENE_0401,S03,13
GENE_0242,S03,27
GENE_0114,S03,31
GENE_0331,S03,6
GENE_0469,S03,2
GENE_0324,S03,19
GENE_0045,S03,4
GENE_0074,S03,68
GENE_0354,S03,13
GENE_0397,S03,10
GENE_0328,S03,13
GENE_0136,S03,3
GENE_0224,S03,7
GENE_0391,S03,37
GENE_0076,S03,8
GENE_0361,S03,7
GENE_0405,S03,23
GENE_0329,S03,46
GENE_0428,S03,12
GENE_0280,S03,48
GENE_0402,S03,7
GENE_0246,S03,3
GENE_0327,S03,43
GENE_0087,S03,10
GENE_0229,S03,15
GENE_0258,S03,31
GENE_0187,S03,16
GENE_0141,S03,17
GENE_0488,S03,92
GENE_0450,S03,4
GENE_0020,S03,58
GENE_0426,S03,13
GENE_0251,S03,19
GENE_0238,S03,39
GENE_0023,S03,25
GENE_0371,S03,25
GENE_0299,S03,20
GENE_0300,S03,10
GENE_0036,S03,5
GENE_0499,S03,6
GENE_0283,S03,0
GENE_0382,S03,64
GENE_0179,S03,2
GENE_0113,S03,13
GENE_0482,S03,22
GENE_0446,S03,24
GENE_0178,S03,44
GENE_0375,S03,31
GENE_0069,S03,4
GENE_0404,S03,9
GENE_0163,S03,16
GENE_0442,S03,6
GENE_0409,S03,69
GENE_0046,S03,9
GENE_0465,S03,41
GENE_0161,S03,26
GENE_0291,S03,59
GENE_0424,S03,12
GENE_0128,S03,3
GENE_0408,S03,20
GENE_0135,S03,5
GENE_0236,S03,7
GENE_0043,S03,16
GENE_0174,S03,32
GENE_0138,S03,12
GENE_0166,S03,41
GENE_0400,S03,113
GENE_0415,S03,15
GENE_0272,S03,110
GENE_0204,S03,36
GENE_0210,S03,4
GENE_0353,S03,31
GENE_0312,S03,23
GENE_0198,S03,31
GENE_0096,S03,33
GENE_0093,S03,18
GENE_0101,S03,1
GENE_0269,S03,9
GENE_0447,S03,20
GENE_0059,S03,8
GENE_0297,S03,12
GENE_0153,S03,35
GENE_0490,S03,17
GENE_0433,S03,2
GENE_0109,S03,28
GENE_0110,S03,34
GENE_0340,S03,8
GENE_0039,S03,9
GENE_0147,S03,8
GENE_0466,S03,4
GENE_0151,S03,18
GENE_0292,S03,10
GENE_0416,S03,25
GENE_0435,S03,5
GENE_0308,S03,6
GENE_0159,S03,26
GENE_0253,S03,12
GENE_0341,S03,88
GENE_0457,S03,10
GENE_0333,S03,17
GENE_0316,S03,37
GENE_0028,S03,6
GENE_0319,S03,4
GENE_0278,S03,0
GENE_0370,S03,52
GENE_0217,S03,3
GENE_0091,S03,144
GENE_0086,S03,12
GENE_0343,S03,23
GENE_0356,S04,6
GENE_0233,S04,6
GENE_0232,S04,56
GENE_0160,S04,16
GENE_0049,S04,5
GENE_0245,S04,29
GENE_0130,S04,44
GENE_0477,S04,24
GENE_0054,S04,20
GENE_0427,S04,6
GENE_0349,S04,24
GENE_0018,S04,11
GENE_0207,S04,32
GENE_0282,S04,13
GENE_0298,S04,48
GENE_0004,S04,8
GENE_0241,S04,41
GENE_0265,S04,12
GENE_0249,S04,56
GENE_0126,S04,6
GENE_0385,S04,66
GENE_0310,S04,14
GENE_0276,S04,6
GENE_0070,S04,11
GENE_0306,S04,8
GENE_0201,S04,22
GENE_0075,S04,14
GENE_0239,S04,7
GENE_0172,S04,15
GENE_0417,S04,142
GENE_0318,S04,75
GENE_0029,S04,23
GENE_0475,S04,10
GENE_0071,S04,17
GENE_0347,S04,17
GENE_0350,S04,7
GENE_0033,S04,11
GENE_0021,S04,2
GENE_0437,S04,15
GENE_0037,S04,12
GENE_0452,S04,9
GENE_0492,S04,53
GENE_0423,S04,5
GENE_0001,S04,0
GENE_0309,S04,16
GENE_0317,S04,48
GENE_0044,S04,81
GENE_0209,S04,9
GENE_0228,S04,43
GENE_0030,S04,9
GENE_0058,S04,6
GENE_0164,S04,31
GENE_0022,S04,13
GENE_0038,S04,8
GENE_0372,S04,44
GENE_0100,S04,88
GENE_0119,S04,7
GENE_0146,S04,14
GENE_0148,S04,25
GENE_0322,S04,15
GENE_0389,S04,6
GENE_0390,S04,5
GENE_0420,S04,8
GENE_0066,S04,42
GENE_0279,S04,18
GENE_0090,S04,6
GENE_0129,S04,21
GENE_0205,S04,0
GENE_0125,S04,52
GENE_0453,S04,2
GENE_0473,S04,3
GENE_0367,S04,5
GENE_0304,S04,4
GENE_0122,S04,28
GENE_0032,S04,2
GENE_0208,S04,20
GENE_0012,S04,12
GENE_0335,S04,16
GENE_0321,S04,10
GENE_0360,S04,6
GENE_0111,S04,54
GENE_0079,S04,4
GENE_0373,S04,2
GENE_0144,S04,10
GENE_0155,S04,61
GENE_0196,S04,25
GENE_0302,S04,11
GENE_0254,S04,9
GENE_0461,S04,8
GENE_0454,S04,96
GENE_0237,S04,17
GENE_0383,S04,26
GENE_0206,S04,40
GENE_0355,S04,15
GENE_0320,S04,12
GENE_0183,S04,19
GENE_0188,S04,9
GENE_0230,S04,12
GENE_0378,S04,35
GENE_0406,S04,10
GENE_0213,S04,27
GENE_0008,S04,10
GENE_0293,S04,20
GENE_0496,S04,1
GENE_0348,S04,41
GENE_0104,S04,17
GENE_0313,S04,35
GENE_0081,S04,2
GENE_0289,S04,107
GENE_0212,S04,16
GENE_0476,S04,32
GENE_0359,S04,5
GENE_0068,S04,31
GENE_0399,S04,4
GENE_0216,S04,4
GENE_0305,S04,52
GENE_0048,S04,6
GENE_0366,S04,19
GENE_0112,S04,28
GENE_0133,S04,33
GENE_0005,S04,4
GENE_0169,S04,18
GENE_0495,S04,162
GENE_0200,S04,16
GENE_0445,S04,13
GENE_0248,S04,26
GENE_0264,S04,27
GENE_0351,S04,35
GENE_0137,S04,14
GENE_0274,S04,3
GENE_0120,S04,59
GENE_0152,S04,5
GENE_0250,S04,9
GENE_0326,S04,5
GENE_0386,S04,13
GENE_0052,S04,26
GENE_0398,S04,24
GENE_0365,S04,17
GENE_0281,S04,71
GENE_0440,S04,31
GENE_0202,S04,8
GENE_0134,S04,46
GENE_0027,S04,56
GENE_0460,S04,1
GENE_0247,S04,9
GENE_0231,S04,23
GENE_0061,S04,5
GENE_0286,S04,38
GENE_0162,S04,29
GENE_0270,S04,21
GENE_0157,S04,5
GENE_0315,S04,11
GENE_0062,S04,2
GENE_0244,S04,5
GENE_0123,S04,79
GENE_0470,S04,5
GENE_0462,S04,10
GENE_0284,S04,0
GENE_0025,S04,5
GENE_0221,S04,3
GENE_0189,S04,73
GENE_0334,S04,28
GENE_0000,S04,8
GENE_0259,S04,150
GENE_0117,S04,17
GENE_0480,S04,15
GENE_0010,S04,1
GENE_0099,S04,93
GENE_0449,S04,1
GENE_0149,S04,5
GENE_0165,S04,57
GENE_0262,S04,125
GENE_0407,S04,63
GENE_0388,S04,15
GENE_0443,S04,23
GENE_0127,S04,24
GENE_0055,S04,29
GENE_0363,S04,15
GENE_0455,S04,12
GENE_0145,S04,9
GENE_0346,S04,0
GENE_0436,S04,11
GENE_0168,S04,2
GENE_0288,S04,19
GENE_0252,S04,7
GENE_0142,S04,3
GENE_0089,S04,4
GENE_0051,S04,27
GENE_0413,S04,28
GENE_0177,S04,3
GENE_0240,S04,13
GENE_0478,S04,54
GENE_0186,S04,4
GENE_0088,S04,32
GENE_0439,S04,27
GENE_0344,S04,4
GENE_0007,S04,18
GENE_0411,S04,3
GENE_0105,S04,5
GENE_0429,S04,12
GENE_0256,S04,4
GENE_0394,S04,7
GENE_0140,S04,7
GENE_0203,S04,27
GENE_0098,S04,10
GENE_0376,S04,89
GENE_0064,S04,10
GENE_0497,S04,8
GENE_0481,S04,21
GENE_0498,S04,31
GENE_0215,S04,9
GENE_0431,S04,19
GENE_0017,S04,8
GENE_0491,S04,8
GENE_0235,S04,3
GENE_0368,S04,26
GENE_0173,S04,5
GENE_0009,S04,8
GENE_0311,S04,5
GENE_0412,S04,29
GENE_0257,S04,6
GENE_0006,S04,30
GENE_0357,S04,8
GENE_0094,S04,13
GENE_0199,S04,7
GENE_0156,S04,36
GENE_0396,S04,5
GENE_0014,S04,29
GENE_0392,S04,71
GENE_0263,S04,10
GENE_0325,S04,6
GENE_0056,S04,11
GENE_0139,S04,23
GENE_0330,S04,4
GENE_0131,S04,29
GENE_0451,S04,66
GENE_0332,S04,7
GENE_0083,S04,2
GENE_0494,S04,3
GENE_0425,S04,216
GENE_0041,S04,4
GENE_0220,S04,48
GENE_0211,S04,91
GENE_0176,S04,4
GENE_0418,S04,24
GENE_0345,S04,75
GENE_0193,S04,14
GENE_0472,S04,15
GENE_0393,S04,7
GENE_0106,S04,5
GENE_0121,S04,6
GENE_0050,S04,6
GENE_0024,S04,15
GENE_0073,S04,3
GENE_0266,S04,23
GENE_0184,S04,1
GENE_0124,S04,29
GENE_0016,S04,42
GENE_0214,S04,3
GENE_0379,S04,23
GENE_0082,S04,37
GENE_0002,S04,1
GENE_0369,S04,49
GENE_0047,S04,11
GENE_0338,S04,7
GENE_0243,S04,8
GENE_0180,S04,32
GENE_0422,S04,21
GENE_0223,S04,18
GENE_0197,S04,2
GENE_0342,S04,18
GENE_0013,S04,6
GENE_0434,S04,6
GENE_0273,S04,4
GENE_0227,S04,1
GENE_0078,S04,36
GENE_0362,S04,20
GENE_0380,S04,17
GENE_0271,S04,5
GENE_0115,S04,5
GENE_0441,S04,66
GENE_0459,S04,15
GENE_0077,S04,93
GENE_0011,S04,13
GENE_0063,S04,3
GENE_0493,S04,15
GENE_0226,S04,11
GENE_0060,S04,9
GENE_0181,S04,21
GENE_0261,S04,41
GENE_0040,S04,12
GENE_0294,S04,6
GENE_0092,S04,2
GENE_0410,S04,14
GENE_0485,S04,3
GENE_0255,S04,0
GENE_0192,S04,27
GENE_0377,S04,269
GENE_0042,S04,3
GENE_0486,S04,16
GENE_0290,S04,12
GENE_0421,S04,8
GENE_0295,S04,35
GENE_0154,S04,10
GENE_0072,S04,23
GENE_0438,S04,11
GENE_0287,S04,6
GENE_0384,S04,23
GENE_0414,S04,4
GENE_0195,S04,3
GENE_0103,S04,27
GENE_0185,S04,9
GENE_0171,S04,13
GENE_0364,S04,17
GENE_0458,S04,21
GENE_0479,S04,21
GENE_0352,S04,13
GENE_0303,S04,30
GENE_0034,S04,63
GENE_0150,S04,15
GENE_0015,S04,15
GENE_0035,S04,4
GENE_0339,S04,6
GENE_0182,S04,4
GENE_0175,S04,11
GENE_0467,S04,15
GENE_0314,S04,10
GENE_0132,S04,20
GENE_0107,S04,23
GENE_0019,S04,39
GENE_0403,S04,9
GENE_0484,S04,0
GENE_0483,S04,5
GENE_0219,S04,17
GENE_0471,S04,1
GENE_0057,S04,31
GENE_0170,S04,48
GENE_0218,S04,44
GENE_0430,S04,6
GENE_0065,S04,57
GENE_0337,S04,18
GENE_0301,S04,6
GENE_0336,S04,6
GENE_0277,S04,6
GENE_0191,S04,11
GENE_0003,S04,17
GENE_0474,S04,12
GENE_0084,S04,30
GENE_0085,S04,19
GENE_0190,S04,46
GENE_0194,S04,23
GENE_0432,S04,4
GENE_0167,S04,2
GENE_0108,S04,40
GENE_0080,S04,7
GENE_0267,S04,5
GENE_0102,S04,6
GENE_0225,S04,2
GENE_0444,S04,30
GENE_0116,S04,25
GENE_0296,S04,5
GENE_0323,S04,0
GENE_0143,S04,7
GENE_0489,S04,12
GENE_0307,S04,2
GENE_0031,S04,18
GENE_0285,S04,18
GENE_0419,S04,25
GENE_0487,S04,14
GENE_0395,S04,4
GENE_0053,S04,37
GENE_0234,S04,12
GENE_0097,S04,5
GENE_0222,S04,13
GENE_0464,S04,4
GENE_0387,S04,2
GENE_0374,S04,13
GENE_0158,S04,83
GENE_0118,S04,3
GENE_0268,S04,2
GENE_0275,S04,38
GENE_0067,S04,18
GENE_0358,S04,5
GENE_0260,S04,27
GENE_0026,S04,5
GENE_0381,S04,83
GENE_0095,S04,13
GENE_0456,S04,3
GENE_0463,S04,89
GENE_0468,S04,13
GENE_0448,S04,29
GENE_0401,S04,22
GENE_0242,S04,35
GENE_0114,S04,44
GENE_0331,S04,10
GENE_0469,S04,4
GENE_0324,S04,25
GENE_0045,S04,3
GENE_0074,S04,95
GENE_0354,S04,14
GENE_0397,S04,8
GENE_0328,S04,30
GENE_0136,S04,3
GENE_0224,S04,9
GENE_0391,S04,39
GENE_0076,S04,6
GENE_0361,S04,9
GENE_0405,S04,15
GENE_0329,S04,49
GENE_0428,S04,21
GENE_0280,S04,39
GENE_0402,S04,6
GENE_0246,S04,7
GENE_0327,S04,56
GENE_0087,S04,3
GENE_0229,S04,7
GENE_0258,S04,45
GENE_0187,S04,16
GENE_0141,S04,20
GENE_0488,S04,127
GENE_0450,S04,4
GENE_0020,S04,146
GENE_0426,S04,10
GENE_0251,S04,11
GENE_0238,S04,45
GENE_0023,S04,23
GENE_0371,S04,22
GENE_0299,S04,36
GENE_0300,S04,11
GENE_0036,S04,1
GENE_0499,S04,5
GENE_0283,S04,1
GENE_0382,S04,151
GENE_0179,S04,3
GENE_0113,S04,15
GENE_0482,S04,14
GENE_0446,S04,8
GENE_0178,S04,30
GENE_0375,S04,35
GENE_0069,S04,4
GENE_0404,S04,9
GENE_0163,S04,19
GENE_0442,S04,13
GENE_0409,S04,44
GENE_0046,S04,20
GENE_0465,S04,23
GENE_0161,S04,11
GENE_0291,S04,35
GENE_0424,S04,21
GENE_0128,S04,1
GENE_0408,S04,18
GENE_0135,S04,3
GENE_0236,S04,13
GENE_0043,S04,13
GENE_0174,S04,54
GENE_0138,S04,10
GENE_0166,S04,34
GENE_0400,S04,99
GENE_0415,S04,18
GENE_0272,S04,216
GENE_0204,S04,35
GENE_0210,S04,3
GENE_0353,S04,20
GENE_0312,S04,18
GENE_0198,S04,29
GENE_0096,S04,35
GENE_0093,S04,10
GENE_0101,S04,3
GENE_0269,S04,5
GENE_0447,S04,14
GENE_0059,S04,9
GENE_0297,S04,24
GENE_0153,S04,44
GENE_0490,S04,18
GENE_0433,S04,8
GENE_0109,S04,19
GENE_0110,S04,45
GENE_0340,S04,5
GENE_0039,S04,16
GENE_0147,S04,9
GENE_0466,S04,4
GENE_0151,S04,21
GENE_0292,S04,5
GENE_0416,S04,17
GENE_0435,S04,2
GENE_0308,S04,8
GENE_0159,S04,36
GENE_0253,S04,8
GENE_0341,S04,60
GENE_0457,S04,4
GENE_0333,S04,21
GENE_0316,S04,49
GENE_0028,S04,4
GENE_0319,S04,3
GENE_0278,S04,2
GENE_0370,S04,26
GENE_0217,S04,11
GENE_0091,S04,129
GENE_0086,S04,6
GENE_0343,S04,17
GENE_0356,S05,5
GENE_0233,S05,7
GENE_0232,S05,89
GENE_0160,S05,32
GENE_0049,S05,10
GENE_0245,S05,33
GENE_0130,S05,57
GENE_0477,S05,34
GENE_0054,S05,18
GENE_0427,S05,8
GENE_0349,S05,15
GENE_0018,S05,17
GENE_0207,S05,40
GENE_0282,S05,35
GENE_0298,S05,30
GENE_0004,S05,6
GENE_0241,S05,37
GENE_0265,S05,8
GENE_0249,S05,98
GENE_0126,S05,5
GENE_0385,S05,45
GENE_0310,S05,23
GENE_0276,S05,6
GENE_0070,S05,8
GENE_0306,S05,9
GENE_0201,S05,13
GENE_0075,S05,30
GENE_0239,S05,7
GENE_0172,S05,12
GENE_0417,S05,155
GENE_0318,S05,58
GENE_0029,S05,11
GENE_0475,S05,8
GENE_0071,S05,17
GENE_0347,S05,28
GENE_0350,S05,7
GENE_0033,S05,14
GENE_0021,S05,4
GENE_0437,S05,26
GENE_0037,S05,19
GENE_0452,S05,8
GENE_0492,S05,71
GENE_0423,S05,4
GENE_0001,S05,1
GENE_0309,S05,19
GENE_0317,S05,27
GENE_0044,S05,66
GENE_0209,S05,12
GENE_0228,S05,49
GENE_0030,S05,18
GENE_0058,S05,15
GENE_0164,S05,13
GENE_0022,S05,19
GENE_0038,S05,2
GENE_0372,S05,48
GENE_0100,S05,124
GENE_0119,S05,7
GENE_0146,S05,18
GENE_0148,S05,21
GENE_0322,S05,16
GENE_0389,S05,6
GENE_0390,S05,7
GENE_0420,S05,11
GENE_0066,S05,38
GENE_0279,S05,19
GENE_0090,S05,6
GENE_0129,S05,28
GENE_0205,S05,0
GENE_0125,S05,23
GENE_0453,S05,1
GENE_0473,S05,7
GENE_0367,S05,4
GENE_0304,S05,0
GENE_0122,S05,28
GENE_0032,S05,6
GENE_0208,S05,12
GENE_0012,S05,14
GENE_0335,S05,25
GENE_0321,S05,9
GENE_0360,S05,6
GENE_0111,S05,40
GENE_0079,S05,5
GENE_0373,S05,2
GENE_0144,S05,10
GENE_0155,S05,68
GENE_0196,S05,15
GENE_0302,S05,12
GENE_0254,S05,5
GENE_0461,S05,7
GENE_0454,S05,151
GENE_0237,S05,8
GENE_0383,S05,9
GENE_0206,S05,27
GENE_0355,S05,17
GENE_0320,S05,9
GENE_0183,S05,15
GENE_0188,S05,15
GENE_0230,S05,21
GENE_0378,S05,37
GENE_0406,S05,15
GENE_0213,S05,24
GENE_0008,S05,17
GENE_0293,S05,12
GENE_0496,S05,2
GENE_0348,S05,25
GENE_0104,S05,11
GENE_0313,S05,38
GENE_0081,S05,0
GENE_0289,S05,63
GENE_0212,S05,11
GENE_0476,S05,33
GENE_0359,S05,10
GENE_0068,S05,21
GENE_0399,S05,3
GENE_0216,S05,8
GENE_0305,S05,65
GENE_0048,S05,10
GENE_0366,S05,14
GENE_0112,S05,31
GENE_0133,S05,11
GENE_0005,S05,22
GENE_0169,S05,16
GENE_0495,S05,133
GENE_0200,S05,14
GENE_0445,S05,15
GENE_0248,S05,38
GENE_0264,S05,39
GENE_0351,S05,28
GENE_0137,S05,27
GENE_0274,S05,7
GENE_0120,S05,82
GENE_0152,S05,1
GENE_0250,S05,14
GENE_0326,S05,3
GENE_0386,S05,20
GENE_0052,S05,19
GENE_0398,S05,23
GENE_0365,S05,16
GENE_0281,S05,48
GENE_0440,S05,39
GENE_0202,S05,13
GENE_0134,S05,30
GENE_0027,S05,47
GENE_0460,S05,5
GENE_0247,S05,9
GENE_0231,S05,18
GENE_0061,S05,11
GENE_0286,S05,37
GENE_0162,S05,21
GENE_0270,S05,13
GENE_0157,S05,14
GENE_0315,S05,15
GENE_0062,S05,6
GENE_0244,S05,3
GENE_0123,S05,76
GENE_0470,S05,7
GENE_0462,S05,4
GENE_0284,S05,0
GENE_0025,S05,4
GENE_0221,S05,3
GENE_0189,S05,40
GENE_0334,S05,24
GENE_0000,S05,7
GENE_0259,S05,76
GENE_0117,S05,19
GENE_0480,S05,13
GENE_0010,S05,1
GENE_0099,S05,130
GENE_0449,S05,2
GENE_0149,S05,2
GENE_0165,S05,31
GENE_0262,S05,91
GENE_0407,S05,36
GENE_0388,S05,24
GENE_0443,S05,20
GENE_0127,S05,33
GENE_0055,S05,26
GENE_0363,S05,16
GENE_0455,S05,18
GENE_0145,S05,7
GENE_0346,S05,1
GENE_0436,S05,6
GENE_0168,S05,5
GENE_0288,S05,7
GENE_0252,S05,3
GENE_0142,S05,2
GENE_0089,S05,12
GENE_0051,S05,56
GENE_0413,S05,38
GENE_0177,S05,2
GENE_0240,S05,13
GENE_0478,S05,51
GENE_0186,S05,2
GENE_0088,S05,23
GENE_0439,S05,28
GENE_0344,S05,2
GENE_0007,S05,17
GENE_0411,S05,1
GENE_0105,S05,6
GENE_0429,S05,14
GENE_0256,S05,1
GENE_0394,S05,9
GENE_0140,S05,14
GENE_0203,S05,18
GENE_0098,S05,14
GENE_0376,S05,114
GENE_0064,S05,8
GENE_0497,S05,15
GENE_0481,S05,14
GENE_0498,S05,28
GENE_0215,S05,15
GENE_0431,S05,12
GENE_0017,S05,5
GENE_0491,S05,4
GENE_0235,S05,1
GENE_0368,S05,37
GENE_0173,S05,9
GENE_0009,S05,8
GENE_0311,S05,6
GENE_0412,S05,33
GENE_0257,S05,14
GENE_0006,S05,72
GENE_0357,S05,6
GENE_0094,S05,8
GENE_0199,S05,3
GENE_0156,S05,60
GENE_0396,S05,3
GENE_0014,S05,21
GENE_0392,S05,76
GENE_0263,S05,17
GENE_0325,S05,8
GENE_0056,S05,6
GENE_0139,S05,19
GENE_0330,S05,5
GENE_0131,S05,40
GENE_0451,S05,99
GENE_0332,S05,10
GENE_0083,S05,3
GENE_0494,S05,10
GENE_0425,S05,220
GENE_0041,S05,8
GENE_0220,S05,40
GENE_0211,S05,95
GENE_0176,S05,6
GENE_0418,S05,31
GENE_0345,S05,77
GENE_0193,S05,4
GENE_0472,S05,5
GENE_0393,S05,10
GENE_0106,S05,5
GENE_0121,S05,6
GENE_0050,S05,0
GENE_0024,S05,8
GENE_0073,S05,3
GENE_0266,S05,5
GENE_0184,S05,1
GENE_0124,S05,12
GENE_0016,S05,27
GENE_0214,S05,1
GENE_0379,S05,15
GENE_0082,S05,23
GENE_0002,S05,5
GENE_0369,S05,46
GENE_0047,S05,18
GENE_0338,S05,5
GENE_0243,S05,7
GENE_0180,S05,22
GENE_0422,S05,5
GENE_0223,S05,9
GENE_0197,S05,2
GENE_0342,S05,27
GENE_0013,S05,1
GENE_0434,S05,11
GENE_0273,S05,9
GENE_0227,S05,5
GENE_0078,S05,51
GENE_0362,S05,31
GENE_0380,S05,21
GENE_0271,S05,1
GENE_0115,S05,5
GENE_0441,S05,29
GENE_0459,S05,20
GENE_0077,S05,114
GENE_0011,S05,6
GENE_0063,S05,2
GENE_0493,S05,7
GENE_0226,S05,15
GENE_0060,S05,8
GENE_0181,S05,30
GENE_0261,S05,75
GENE_0040,S05,13
GENE_0294,S05,1
GENE_0092,S05,2
GENE_0410,S05,21
GENE_0485,S05,5
GENE_0255,S05,1
GENE_0192,S05,22
GENE_0377,S05,80
GENE_0042,S05,12
GENE_0486,S05,16
GENE_0290,S05,12
GENE_0421,S05,13
GENE_0295,S05,30
GENE_0154,S05,10
GENE_0072,S05,26
GENE_0438,S05,11
GENE_0287,S05,5
GENE_0384,S05,43
GENE_0414,S05,11
GENE_0195,S05,1
GENE_0103,S05,17
GENE_0185,S05,9
GENE_0171,S05,14
GENE_0364,S05,7
GENE_0458,S05,37
GENE_0479,S05,13
GENE_0352,S05,11
GENE_0303,S05,35
GENE_0034,S05,61
GENE_0150,S05,23
GENE_0015,S05,13
GENE_0035,S05,5
GENE_0339,S05,5
GENE_0182,S05,6
GENE_0175,S05,6
GENE_0467,S05,9
GENE_0314,S05,16
GENE_0132,S05,22
GENE_0107,S05,7
GENE_0019,S05,31
