cell_id,gene,count,sample_id,cluster
CELL_0014,GENE_0342,13,S17,Cluster_1
CELL_0014,GENE_0188,10,S17,Cluster_1
CELL_0014,GENE_0139,10,S17,Cluster_1
CELL_0014,GENE_0214,4,S17,Cluster_1
CELL_0014,GENE_0475,9,S17,Cluster_1
CELL_0014,GENE_0286,2,S17,Cluster_1
CELL_0014,GENE_0038,1,S17,Cluster_1
CELL_0014,GENE_0256,5,S17,Cluster_1
CELL_0014,GENE_0153,4,S17,Cluster_1
CELL_0014,GENE_0298,3,S17,Cluster_1
CELL_0014,GENE_0017,3,S17,Cluster_1
CELL_0014,GENE_0145,1,S17,Cluster_1
CELL_0014,GENE_0204,13,S17,Cluster_1
CELL_0014,GENE_0160,1,S17,Cluster_1
CELL_0014,GENE_0407,1,S17,Cluster_1
CELL_0014,GENE_0103,3,S17,Cluster_1
CELL_0014,GENE_0212,5,S17,Cluster_1
CELL_0014,GENE_0322,7,S17,Cluster_1
CELL_0014,GENE_0045,17,S17,Cluster_1
CELL_0014,GENE_0193,4,S17,Cluster_1
CELL_0014,GENE_0112,24,S17,Cluster_1
CELL_0014,GENE_0360,9,S17,Cluster_1
CELL_0014,GENE_0028,4,S17,Cluster_1
CELL_0014,GENE_0146,1,S17,Cluster_1
CELL_0014,GENE_0337,9,S17,Cluster_1
CELL_0014,GENE_0494,3,S17,Cluster_1
CELL_0014,GENE_0237,4,S17,Cluster_1
CELL_0014,GENE_0376,3,S17,Cluster_1
CELL_0014,GENE_0338,3,S17,Cluster_1
CELL_0014,GENE_0116,20,S17,Cluster_1
CELL_0014,GENE_0106,6,S17,Cluster_1
CELL_0014,GENE_0421,7,S17,Cluster_1
CELL_0014,GENE_0461,5,S17,Cluster_1
CELL_0015,GENE_0080,16,S18,Cluster_6
CELL_0015,GENE_0116,3,S18,Cluster_6
CELL_0015,GENE_0250,1,S18,Cluster_6
CELL_0015,GENE_0407,4,S18,Cluster_6
CELL_0015,GENE_0073,26,S18,Cluster_6
CELL_0015,GENE_0470,4,S18,Cluster_6
CELL_0015,GENE_0287,1,S18,Cluster_6
CELL_0015,GENE_0428,4,S18,Cluster_6
CELL_0015,GENE_0038,4,S18,Cluster_6
CELL_0015,GENE_0020,1,S18,Cluster_6
CELL_0015,GENE_0275,3,S18,Cluster_6
CELL_0015,GENE_0153,11,S18,Cluster_6
CELL_0015,GENE_0352,5,S18,Cluster_6
CELL_0015,GENE_0267,11,S18,Cluster_6
CELL_0015,GENE_0357,3,S18,Cluster_6
CELL_0015,GENE_0034,14,S18,Cluster_6
CELL_0015,GENE_0145,12,S18,Cluster_6
CELL_0015,GENE_0274,12,S18,Cluster_6
CELL_0015,GENE_0221,6,S18,Cluster_6
CELL_0015,GENE_0090,15,S18,Cluster_6
CELL_0015,GENE_0414,35,S18,Cluster_6
CELL_0015,GENE_0354,3,S18,Cluster_6
CELL_0015,GENE_0261,28,S18,Cluster_6
CELL_0015,GENE_0175,23,S18,Cluster_6
CELL_0015,GENE_0318,1,S18,Cluster_6
CELL_0015,GENE_0028,5,S18,Cluster_6
CELL_0015,GENE_0329,10,S18,Cluster_6
CELL_0015,GENE_0408,1,S18,Cluster_6
CELL_0015,GENE_0302,17,S18,Cluster_6
CELL_0015,GENE_0353,7,S18,Cluster_6
CELL_0015,GENE_0022,42,S18,Cluster_6
CELL_0015,GENE_0373,11,S18,Cluster_6
CELL_0015,GENE_0219,8,S18,Cluster_6
CELL_0015,GENE_0322,7,S18,Cluster_6
CELL_0015,GENE_0251,2,S18,Cluster_6
CELL_0015,GENE_0143,17,S18,Cluster_6
CELL_0015,GENE_0161,22,S18,Cluster_6
CELL_0015,GENE_0376,5,S18,Cluster_6
CELL_0016,GENE_0058,21,S24,Cluster_5
CELL_0016,GENE_0122,12,S24,Cluster_5
CELL_0016,GENE_0296,7,S24,Cluster_5
CELL_0016,GENE_0034,6,S24,Cluster_5
CELL_0016,GENE_0111,8,S24,Cluster_5
CELL_0016,GENE_0286,5,S24,Cluster_5
CELL_0016,GENE_0451,5,S24,Cluster_5
CELL_0016,GENE_0075,2,S24,Cluster_5
CELL_0016,GENE_0413,15,S24,Cluster_5
CELL_0016,GENE_0191,2,S24,Cluster_5
CELL_0016,GENE_0172,21,S24,Cluster_5
CELL_0016,GENE_0216,6,S24,Cluster_5
CELL_0016,GENE_0281,4,S24,Cluster_5
CELL_0016,GENE_0274,4,S24,Cluster_5
CELL_0016,GENE_0011,14,S24,Cluster_5
CELL_0016,GENE_0061,11,S24,Cluster_5
CELL_0016,GENE_0348,1,S24,Cluster_5
CELL_0016,GENE_0088,24,S24,Cluster_5
CELL_0016,GENE_0204,8,S24,Cluster_5
CELL_0016,GENE_0359,3,S24,Cluster_5
CELL_0016,GENE_0073,11,S24,Cluster_5
CELL_0016,GENE_0314,6,S24,Cluster_5
CELL_0016,GENE_0162,27,S24,Cluster_5
CELL_0016,GENE_0257,2,S24,Cluster_5
CELL_0016,GENE_0428,9,S24,Cluster_5
CELL_0016,GENE_0406,23,S24,Cluster_5
CELL_0016,GENE_0079,3,S24,Cluster_5
CELL_0016,GENE_0375,1,S24,Cluster_5
CELL_0016,GENE_0000,12,S24,Cluster_5
CELL_0016,GENE_0032,10,S24,Cluster_5
CELL_0016,GENE_0361,6,S24,Cluster_5
CELL_0016,GENE_0357,20,S24,Cluster_5
CELL_0016,GENE_0353,20,S24,Cluster_5
CELL_0016,GENE_0278,2,S24,Cluster_5
CELL_0016,GENE_0161,10,S24,Cluster_5
CELL_0016,GENE_0214,4,S24,Cluster_5
CELL_0016,GENE_0083,3,S24,Cluster_5
CELL_0016,GENE_0193,23,S24,Cluster_5
CELL_0016,GENE_0393,8,S24,Cluster_5
CELL_0017,GENE_0162,21,S01,Cluster_6
CELL_0017,GENE_0338,14,S01,Cluster_6
CELL_0017,GENE_0307,4,S01,Cluster_6
CELL_0017,GENE_0492,19,S01,Cluster_6
CELL_0017,GENE_0491,5,S01,Cluster_6
CELL_0017,GENE_0457,13,S01,Cluster_6
CELL_0017,GENE_0361,2,S01,Cluster_6
CELL_0017,GENE_0160,13,S01,Cluster_6
CELL_0017,GENE_0216,10,S01,Cluster_6
CELL_0017,GENE_0013,3,S01,Cluster_6
CELL_0017,GENE_0375,1,S01,Cluster_6
CELL_0017,GENE_0489,13,S01,Cluster_6
CELL_0017,GENE_0140,11,S01,Cluster_6
CELL_0017,GENE_0458,5,S01,Cluster_6
CELL_0017,GENE_0148,7,S01,Cluster_6
CELL_0017,GENE_0164,9,S01,Cluster_6
CELL_0017,GENE_0373,5,S01,Cluster_6
CELL_0017,GENE_0064,9,S01,Cluster_6
CELL_0017,GENE_0280,2,S01,Cluster_6
CELL_0017,GENE_0485,7,S01,Cluster_6
CELL_0017,GENE_0452,3,S01,Cluster_6
CELL_0017,GENE_0232,6,S01,Cluster_6
CELL_0017,GENE_0075,4,S01,Cluster_6
CELL_0017,GENE_0255,8,S01,Cluster_6
CELL_0017,GENE_0011,8,S01,Cluster_6
CELL_0017,GENE_0108,6,S01,Cluster_6
CELL_0017,GENE_0267,14,S01,Cluster_6
CELL_0017,GENE_0223,20,S01,Cluster_6
CELL_0017,GENE_0139,10,S01,Cluster_6
CELL_0017,GENE_0145,8,S01,Cluster_6
CELL_0017,GENE_0170,25,S01,Cluster_6
CELL_0017,GENE_0359,9,S01,Cluster_6
CELL_0017,GENE_0017,4,S01,Cluster_6
CELL_0017,GENE_0413,3,S01,Cluster_6
CELL_0017,GENE_0002,33,S01,Cluster_6
CELL_0017,GENE_0295,6,S01,Cluster_6
CELL_0017,GENE_0420,6,S01,Cluster_6
CELL_0017,GENE_0444,3,S01,Cluster_6
CELL_0017,GENE_0073,4,S01,Cluster_6
CELL_0018,GENE_0373,16,S02,Cluster_3
CELL_0018,GENE_0276,1,S02,Cluster_3
CELL_0018,GENE_0112,31,S02,Cluster_3
CELL_0018,GENE_0291,2,S02,Cluster_3
CELL_0018,GENE_0134,6,S02,Cluster_3
CELL_0018,GENE_0061,3,S02,Cluster_3
CELL_0018,GENE_0458,11,S02,Cluster_3
CELL_0018,GENE_0017,13,S02,Cluster_3
CELL_0018,GENE_0166,6,S02,Cluster_3
CELL_0018,GENE_0480,15,S02,Cluster_3
CELL_0018,GENE_0080,6,S02,Cluster_3
CELL_0018,GENE_0454,3,S02,Cluster_3
CELL_0018,GENE_0269,2,S02,Cluster_3
CELL_0018,GENE_0422,10,S02,Cluster_3
CELL_0018,GENE_0314,9,S02,Cluster_3
CELL_0018,GENE_0101,1,S02,Cluster_3
CELL_0018,GENE_0002,7,S02,Cluster_3
CELL_0018,GENE_0083,21,S02,Cluster_3
CELL_0018,GENE_0296,5,S02,Cluster_3
CELL_0018,GENE_0485,4,S02,Cluster_3
CELL_0018,GENE_0380,4,S02,Cluster_3
CELL_0018,GENE_0122,7,S02,Cluster_3
CELL_0018,GENE_0088,9,S02,Cluster_3
CELL_0018,GENE_0075,15,S02,Cluster_3
CELL_0018,GENE_0378,4,S02,Cluster_3
CELL_0018,GENE_0117,2,S02,Cluster_3
CELL_0018,GENE_0461,29,S02,Cluster_3
CELL_0018,GENE_0354,3,S02,Cluster_3
CELL_0018,GENE_0219,18,S02,Cluster_3
CELL_0018,GENE_0259,3,S02,Cluster_3
CELL_0018,GENE_0312,6,S02,Cluster_3
CELL_0018,GENE_0428,3,S02,Cluster_3
CELL_0018,GENE_0097,17,S02,Cluster_3
CELL_0018,GENE_0449,2,S02,Cluster_3
CELL_0018,GENE_0360,3,S02,Cluster_3
CELL_0018,GENE_0038,7,S02,Cluster_3
CELL_0018,GENE_0281,5,S02,Cluster_3
CELL_0018,GENE_0448,6,S02,Cluster_3
CELL_0018,GENE_0470,104,S02,Cluster_3
CELL_0018,GENE_0176,10,S02,Cluster_3
CELL_0019,GENE_0223,6,S05,Cluster_4
CELL_0019,GENE_0336,2,S05,Cluster_4
CELL_0019,GENE_0275,44,S05,Cluster_4
CELL_0019,GENE_0063,7,S05,Cluster_4
CELL_0019,GENE_0360,2,S05,Cluster_4
CELL_0019,GENE_0021,7,S05,Cluster_4
CELL_0019,GENE_0117,11,S05,Cluster_4
CELL_0019,GENE_0090,12,S05,Cluster_4
CELL_0019,GENE_0219,3,S05,Cluster_4
CELL_0019,GENE_0087,47,S05,Cluster_4
CELL_0019,GENE_0032,4,S05,Cluster_4
CELL_0019,GENE_0406,16,S05,Cluster_4
CELL_0019,GENE_0295,14,S05,Cluster_4
CELL_0019,GENE_0216,9,S05,Cluster_4
CELL_0019,GENE_0064,22,S05,Cluster_4
CELL_0019,GENE_0073,30,S05,Cluster_4
CELL_0019,GENE_0387,7,S05,Cluster_4
CELL_0019,GENE_0098,6,S05,Cluster_4
CELL_0019,GENE_0155,3,S05,Cluster_4
CELL_0019,GENE_0258,5,S05,Cluster_4
CELL_0019,GENE_0042,12,S05,Cluster_4
CELL_0019,GENE_0231,5,S05,Cluster_4
CELL_0019,GENE_0029,5,S05,Cluster_4
CELL_0019,GENE_0096,26,S05,Cluster_4
CELL_0019,GENE_0378,4,S05,Cluster_4
CELL_0019,GENE_0164,3,S05,Cluster_4
CELL_0019,GENE_0034,2,S05,Cluster_4
CELL_0019,GENE_0291,4,S05,Cluster_4
CELL_0019,GENE_0241,8,S05,Cluster_4
CELL_0019,GENE_0116,8,S05,Cluster_4
CELL_0019,GENE_0256,27,S05,Cluster_4
CELL_0019,GENE_0448,3,S05,Cluster_4
CELL_0019,GENE_0338,1,S05,Cluster_4
CELL_0019,GENE_0191,2,S05,Cluster_4
CELL_0019,GENE_0058,2,S05,Cluster_4
CELL_0019,GENE_0433,20,S05,Cluster_4
CELL_0020,GENE_0440,8,S10,Cluster_3
CELL_0020,GENE_0110,8,S10,Cluster_3
CELL_0020,GENE_0274,4,S10,Cluster_3
CELL_0020,GENE_0278,7,S10,Cluster_3
CELL_0020,GENE_0407,2,S10,Cluster_3
CELL_0020,GENE_0342,10,S10,Cluster_3
CELL_0020,GENE_0454,3,S10,Cluster_3
CELL_0020,GENE_0489,3,S10,Cluster_3
CELL_0020,GENE_0158,74,S10,Cluster_3
CELL_0020,GENE_0004,2,S10,Cluster_3
CELL_0020,GENE_0293,7,S10,Cluster_3
CELL_0020,GENE_0080,3,S10,Cluster_3
CELL_0020,GENE_0292,3,S10,Cluster_3
CELL_0020,GENE_0354,22,S10,Cluster_3
CELL_0020,GENE_0161,1,S10,Cluster_3
CELL_0020,GENE_0162,3,S10,Cluster_3
CELL_0020,GENE_0257,1,S10,Cluster_3
CELL_0020,GENE_0117,3,S10,Cluster_3
CELL_0020,GENE_0061,7,S10,Cluster_3
CELL_0020,GENE_0426,8,S10,Cluster_3
CELL_0020,GENE_0267,3,S10,Cluster_3
CELL_0020,GENE_0406,3,S10,Cluster_3
CELL_0020,GENE_0348,3,S10,Cluster_3
CELL_0020,GENE_0006,10,S10,Cluster_3
CELL_0020,GENE_0150,12,S10,Cluster_3
CELL_0020,GENE_0282,32,S10,Cluster_3
CELL_0020,GENE_0410,8,S10,Cluster_3
CELL_0020,GENE_0139,25,S10,Cluster_3
CELL_0020,GENE_0032,11,S10,Cluster_3
CELL_0020,GENE_0327,5,S10,Cluster_3
CELL_0020,GENE_0108,19,S10,Cluster_3
CELL_0020,GENE_0232,4,S10,Cluster_3
CELL_0020,GENE_0457,1,S10,Cluster_3
CELL_0020,GENE_0214,1,S10,Cluster_3
CELL_0020,GENE_0191,22,S10,Cluster_3
CELL_0020,GENE_0259,13,S10,Cluster_3
CELL_0020,GENE_0188,4,S10,Cluster_3
CELL_0020,GENE_0469,3,S10,Cluster_3
CELL_0021,GENE_0116,3,S12,Cluster_1
CELL_0021,GENE_0119,10,S12,Cluster_1
CELL_0021,GENE_0214,3,S12,Cluster_1
CELL_0021,GENE_0426,4,S12,Cluster_1
CELL_0021,GENE_0146,14,S12,Cluster_1
CELL_0021,GENE_0408,1,S12,Cluster_1
CELL_0021,GENE_0353,6,S12,Cluster_1
CELL_0021,GENE_0231,3,S12,Cluster_1
CELL_0021,GENE_0286,12,S12,Cluster_1
CELL_0021,GENE_0448,2,S12,Cluster_1
CELL_0021,GENE_0475,1,S12,Cluster_1
CELL_0021,GENE_0106,8,S12,Cluster_1
CELL_0021,GENE_0440,4,S12,Cluster_1
CELL_0021,GENE_0388,11,S12,Cluster_1
CELL_0021,GENE_0124,6,S12,Cluster_1
CELL_0021,GENE_0135,2,S12,Cluster_1
CELL_0021,GENE_0380,7,S12,Cluster_1
CELL_0021,GENE_0413,5,S12,Cluster_1
CELL_0021,GENE_0188,2,S12,Cluster_1
CELL_0021,GENE_0458,4,S12,Cluster_1
CELL_0021,GENE_0354,4,S12,Cluster_1
CELL_0021,GENE_0391,1,S12,Cluster_1
CELL_0021,GENE_0337,9,S12,Cluster_1
CELL_0021,GENE_0257,5,S12,Cluster_1
CELL_0021,GENE_0302,13,S12,Cluster_1
CELL_0021,GENE_0454,9,S12,Cluster_1
CELL_0021,GENE_0387,5,S12,Cluster_1
CELL_0021,GENE_0280,14,S12,Cluster_1
CELL_0021,GENE_0083,2,S12,Cluster_1
CELL_0021,GENE_0219,7,S12,Cluster_1
CELL_0021,GENE_0088,1,S12,Cluster_1
CELL_0021,GENE_0261,1,S12,Cluster_1
CELL_0021,GENE_0407,14,S12,Cluster_1
CELL_0021,GENE_0348,7,S12,Cluster_1
CELL_0021,GENE_0061,5,S12,Cluster_1
CELL_0021,GENE_0480,1,S12,Cluster_1
CELL_0021,GENE_0047,3,S12,Cluster_1
CELL_0022,GENE_0480,12,S13,Cluster_5
CELL_0022,GENE_0414,2,S13,Cluster_5
CELL_0022,GENE_0373,23,S13,Cluster_5
CELL_0022,GENE_0005,11,S13,Cluster_5
CELL_0022,GENE_0470,2,S13,Cluster_5
CELL_0022,GENE_0002,1,S13,Cluster_5
CELL_0022,GENE_0491,4,S13,Cluster_5
CELL_0022,GENE_0090,14,S13,Cluster_5
CELL_0022,GENE_0103,11,S13,Cluster_5
CELL_0022,GENE_0166,15,S13,Cluster_5
CELL_0022,GENE_0176,6,S13,Cluster_5
CELL_0022,GENE_0295,2,S13,Cluster_5
CELL_0022,GENE_0212,20,S13,Cluster_5
CELL_0022,GENE_0439,5,S13,Cluster_5
CELL_0022,GENE_0293,20,S13,Cluster_5
CELL_0022,GENE_0420,1,S13,Cluster_5
CELL_0022,GENE_0096,11,S13,Cluster_5
CELL_0022,GENE_0435,5,S13,Cluster_5
CELL_0022,GENE_0359,11,S13,Cluster_5
CELL_0022,GENE_0211,5,S13,Cluster_5
CELL_0022,GENE_0210,4,S13,Cluster_5
CELL_0022,GENE_0388,3,S13,Cluster_5
CELL_0022,GENE_0011,6,S13,Cluster_5
CELL_0022,GENE_0075,12,S13,Cluster_5
CELL_0022,GENE_0332,15,S13,Cluster_5
CELL_0022,GENE_0164,10,S13,Cluster_5
CELL_0022,GENE_0161,1,S13,Cluster_5
CELL_0022,GENE_0353,18,S13,Cluster_5
CELL_0022,GENE_0032,11,S13,Cluster_5
CELL_0022,GENE_0204,1,S13,Cluster_5
CELL_0022,GENE_0454,5,S13,Cluster_5
CELL_0022,GENE_0323,4,S13,Cluster_5
CELL_0022,GENE_0192,1,S13,Cluster_5
CELL_0022,GENE_0111,3,S13,Cluster_5
CELL_0022,GENE_0223,4,S13,Cluster_5
CELL_0022,GENE_0241,20,S13,Cluster_5
CELL_0022,GENE_0379,10,S13,Cluster_5
CELL_0022,GENE_0298,6,S13,Cluster_5
CELL_0022,GENE_0345,5,S13,Cluster_5
CELL_0022,GENE_0278,11,S13,Cluster_5
CELL_0023,GENE_0231,5,S16,Cluster_2
CELL_0023,GENE_0148,15,S16,Cluster_2
CELL_0023,GENE_0461,5,S16,Cluster_2
CELL_0023,GENE_0022,10,S16,Cluster_2
CELL_0023,GENE_0458,16,S16,Cluster_2
CELL_0023,GENE_0307,7,S16,Cluster_2
CELL_0023,GENE_0146,7,S16,Cluster_2
CELL_0023,GENE_0269,6,S16,Cluster_2
CELL_0023,GENE_0291,5,S16,Cluster_2
CELL_0023,GENE_0011,3,S16,Cluster_2
CELL_0023,GENE_0176,5,S16,Cluster_2
CELL_0023,GENE_0032,22,S16,Cluster_2
CELL_0023,GENE_0047,7,S16,Cluster_2
CELL_0023,GENE_0327,14,S16,Cluster_2
CELL_0023,GENE_0188,17,S16,Cluster_2
CELL_0023,GENE_0255,4,S16,Cluster_2
CELL_0023,GENE_0290,1,S16,Cluster_2
CELL_0023,GENE_0138,11,S16,Cluster_2
CELL_0023,GENE_0413,23,S16,Cluster_2
CELL_0023,GENE_0336,4,S16,Cluster_2
CELL_0023,GENE_0323,1,S16,Cluster_2
CELL_0023,GENE_0034,2,S16,Cluster_2
CELL_0023,GENE_0045,11,S16,Cluster_2
CELL_0023,GENE_0274,2,S16,Cluster_2
CELL_0023,GENE_0216,2,S16,Cluster_2
CELL_0023,GENE_0119,8,S16,Cluster_2
CELL_0023,GENE_0353,9,S16,Cluster_2
CELL_0023,GENE_0296,5,S16,Cluster_2
CELL_0023,GENE_0214,7,S16,Cluster_2
CELL_0023,GENE_0378,1,S16,Cluster_2
CELL_0023,GENE_0035,1,S16,Cluster_2
CELL_0023,GENE_0139,4,S16,Cluster_2
CELL_0023,GENE_0191,10,S16,Cluster_2
CELL_0023,GENE_0494,6,S16,Cluster_2
CELL_0023,GENE_0212,4,S16,Cluster_2
CELL_0023,GENE_0170,3,S16,Cluster_2
CELL_0023,GENE_0387,6,S16,Cluster_2
CELL_0023,GENE_0028,3,S16,Cluster_2
CELL_0023,GENE_0101,3,S16,Cluster_2
CELL_0024,GENE_0021,2,S03,Cluster_2
CELL_0024,GENE_0307,1,S03,Cluster_2
CELL_0024,GENE_0357,2,S03,Cluster_2
CELL_0024,GENE_0172,4,S03,Cluster_2
CELL_0024,GENE_0359,31,S03,Cluster_2
CELL_0024,GENE_0117,13,S03,Cluster_2
CELL_0024,GENE_0029,3,S03,Cluster_2
CELL_0024,GENE_0191,7,S03,Cluster_2
CELL_0024,GENE_0158,2,S03,Cluster_2
CELL_0024,GENE_0202,2,S03,Cluster_2
CELL_0024,GENE_0278,21,S03,Cluster_2
CELL_0024,GENE_0475,10,S03,Cluster_2
CELL_0024,GENE_0487,9,S03,Cluster_2
CELL_0024,GENE_0160,9,S03,Cluster_2
CELL_0024,GENE_0433,13,S03,Cluster_2
CELL_0024,GENE_0376,2,S03,Cluster_2
CELL_0024,GENE_0298,14,S03,Cluster_2
CELL_0024,GENE_0408,21,S03,Cluster_2
CELL_0024,GENE_0097,5,S03,Cluster_2
CELL_0024,GENE_0002,1,S03,Cluster_2
CELL_0024,GENE_0329,35,S03,Cluster_2
CELL_0024,GENE_0378,9,S03,Cluster_2
CELL_0024,GENE_0098,21,S03,Cluster_2
CELL_0024,GENE_0261,9,S03,Cluster_2
CELL_0024,GENE_0280,2,S03,Cluster_2
CELL_0024,GENE_0305,23,S03,Cluster_2
CELL_0024,GENE_0087,10,S03,Cluster_2
CELL_0024,GENE_0223,4,S03,Cluster_2
CELL_0024,GENE_0281,6,S03,Cluster_2
CELL_0024,GENE_0058,4,S03,Cluster_2
CELL_0024,GENE_0352,4,S03,Cluster_2
CELL_0024,GENE_0232,3,S03,Cluster_2
CELL_0024,GENE_0439,2,S03,Cluster_2
CELL_0024,GENE_0116,15,S03,Cluster_2
CELL_0024,GENE_0332,6,S03,Cluster_2
CELL_0024,GENE_0150,6,S03,Cluster_2
CELL_0024,GENE_0354,8,S03,Cluster_2
CELL_0024,GENE_0413,5,S03,Cluster_2
CELL_0025,GENE_0290,3,S04,Cluster_6
CELL_0025,GENE_0214,6,S04,Cluster_6
CELL_0025,GENE_0170,29,S04,Cluster_6
CELL_0025,GENE_0406,3,S04,Cluster_6
CELL_0025,GENE_0449,30,S04,Cluster_6
CELL_0025,GENE_0448,9,S04,Cluster_6
CELL_0025,GENE_0017,3,S04,Cluster_6
CELL_0025,GENE_0004,1,S04,Cluster_6
CELL_0025,GENE_0090,5,S04,Cluster_6
CELL_0025,GENE_0360,10,S04,Cluster_6
CELL_0025,GENE_0380,11,S04,Cluster_6
CELL_0025,GENE_0410,5,S04,Cluster_6
CELL_0025,GENE_0058,2,S04,Cluster_6
CELL_0025,GENE_0251,13,S04,Cluster_6
CELL_0025,GENE_0305,10,S04,Cluster_6
CELL_0025,GENE_0489,20,S04,Cluster_6
CELL_0025,GENE_0422,7,S04,Cluster_6
CELL_0025,GENE_0091,26,S04,Cluster_6
CELL_0025,GENE_0020,15,S04,Cluster_6
CELL_0025,GENE_0064,9,S04,Cluster_6
CELL_0025,GENE_0312,27,S04,Cluster_6
CELL_0025,GENE_0041,17,S04,Cluster_6
CELL_0025,GENE_0458,9,S04,Cluster_6
CELL_0025,GENE_0452,8,S04,Cluster_6
CELL_0025,GENE_0259,6,S04,Cluster_6
CELL_0025,GENE_0446,4,S04,Cluster_6
CELL_0025,GENE_0354,1,S04,Cluster_6
CELL_0025,GENE_0140,4,S04,Cluster_6
CELL_0025,GENE_0485,10,S04,Cluster_6
CELL_0025,GENE_0216,4,S04,Cluster_6
CELL_0025,GENE_0393,3,S04,Cluster_6
CELL_0025,GENE_0388,3,S04,Cluster_6
CELL_0025,GENE_0219,8,S04,Cluster_6
CELL_0025,GENE_0194,6,S04,Cluster_6
CELL_0025,GENE_0079,4,S04,Cluster_6
CELL_0025,GENE_0038,20,S04,Cluster_6
CELL_0025,GENE_0414,4,S04,Cluster_6
CELL_0025,GENE_0075,15,S04,Cluster_6
CELL_0025,GENE_0267,7,S04,Cluster_6
CELL_0025,GENE_0426,11,S04,Cluster_6
CELL_0026,GENE_0101,2,S16,Cluster_6
CELL_0026,GENE_0096,24,S16,Cluster_6
CELL_0026,GENE_0439,7,S16,Cluster_6
CELL_0026,GENE_0000,26,S16,Cluster_6
CELL_0026,GENE_0444,28,S16,Cluster_6
CELL_0026,GENE_0153,4,S16,Cluster_6
CELL_0026,GENE_0086,3,S16,Cluster_6
CELL_0026,GENE_0140,36,S16,Cluster_6
CELL_0026,GENE_0119,3,S16,Cluster_6
CELL_0026,GENE_0042,4,S16,Cluster_6
CELL_0026,GENE_0322,4,S16,Cluster_6
CELL_0026,GENE_0336,3,S16,Cluster_6
CELL_0026,GENE_0380,5,S16,Cluster_6
CELL_0026,GENE_0435,4,S16,Cluster_6
CELL_0026,GENE_0379,9,S16,Cluster_6
CELL_0026,GENE_0013,42,S16,Cluster_6
CELL_0026,GENE_0461,25,S16,Cluster_6
CELL_0026,GENE_0202,37,S16,Cluster_6
CELL_0026,GENE_0045,15,S16,Cluster_6
CELL_0026,GENE_0449,3,S16,Cluster_6
CELL_0026,GENE_0176,35,S16,Cluster_6
CELL_0026,GENE_0487,13,S16,Cluster_6
CELL_0026,GENE_0170,13,S16,Cluster_6
CELL_0026,GENE_0029,9,S16,Cluster_6
CELL_0026,GENE_0236,49,S16,Cluster_6
CELL_0026,GENE_0470,10,S16,Cluster_6
CELL_0026,GENE_0194,10,S16,Cluster_6
CELL_0026,GENE_0454,26,S16,Cluster_6
CELL_0026,GENE_0061,5,S16,Cluster_6
CELL_0026,GENE_0318,11,S16,Cluster_6
CELL_0026,GENE_0211,6,S16,Cluster_6
CELL_0026,GENE_0282,29,S16,Cluster_6
CELL_0026,GENE_0485,15,S16,Cluster_6
CELL_0026,GENE_0038,10,S16,Cluster_6
CELL_0026,GENE_0374,12,S16,Cluster_6
CELL_0026,GENE_0032,10,S16,Cluster_6
CELL_0026,GENE_0413,3,S16,Cluster_6
CELL_0026,GENE_0391,1,S16,Cluster_6
CELL_0026,GENE_0250,11,S16,Cluster_6
CELL_0027,GENE_0135,3,S10,Cluster_1
CELL_0027,GENE_0387,14,S10,Cluster_1
CELL_0027,GENE_0155,4,S10,Cluster_1
CELL_0027,GENE_0017,12,S10,Cluster_1
CELL_0027,GENE_0457,10,S10,Cluster_1
CELL_0027,GENE_0267,6,S10,Cluster_1
CELL_0027,GENE_0410,8,S10,Cluster_1
CELL_0027,GENE_0444,2,S10,Cluster_1
CELL_0027,GENE_0348,8,S10,Cluster_1
CELL_0027,GENE_0380,2,S10,Cluster_1
CELL_0027,GENE_0393,4,S10,Cluster_1
CELL_0027,GENE_0354,9,S10,Cluster_1
CELL_0027,GENE_0293,2,S10,Cluster_1
CELL_0027,GENE_0314,5,S10,Cluster_1
CELL_0027,GENE_0103,1,S10,Cluster_1
CELL_0027,GENE_0302,1,S10,Cluster_1
CELL_0027,GENE_0170,5,S10,Cluster_1
CELL_0027,GENE_0281,2,S10,Cluster_1
CELL_0027,GENE_0489,20,S10,Cluster_1
CELL_0027,GENE_0138,2,S10,Cluster_1
CELL_0027,GENE_0047,1,S10,Cluster_1
CELL_0027,GENE_0075,8,S10,Cluster_1
CELL_0027,GENE_0058,28,S10,Cluster_1
CELL_0027,GENE_0280,1,S10,Cluster_1
CELL_0027,GENE_0375,7,S10,Cluster_1
CELL_0027,GENE_0275,8,S10,Cluster_1
CELL_0027,GENE_0158,4,S10,Cluster_1
CELL_0027,GENE_0322,2,S10,Cluster_1
CELL_0027,GENE_0439,1,S10,Cluster_1
CELL_0027,GENE_0122,1,S10,Cluster_1
CELL_0027,GENE_0223,7,S10,Cluster_1
CELL_0027,GENE_0009,5,S10,Cluster_1
CELL_0027,GENE_0491,2,S10,Cluster_1
CELL_0027,GENE_0073,15,S10,Cluster_1
CELL_0027,GENE_0028,12,S10,Cluster_1
CELL_0027,GENE_0021,4,S10,Cluster_1
CELL_0027,GENE_0221,11,S10,Cluster_1
CELL_0027,GENE_0119,13,S10,Cluster_1
CELL_0027,GENE_0153,8,S10,Cluster_1
CELL_0028,GENE_0440,5,S14,Cluster_1
CELL_0028,GENE_0155,12,S14,Cluster_1
